PL_Code,Description,Current_Stock,Inventory_Value,Days_Since_Movement,Depot
501027170097,NEC WHITE 24 BUTTON DT 530 PHONE DTK-24D-1P(WH) TEL # BE118999,0.0,0.0,1201,SSET/SRM/PER027029-S AND T-SR
501300520510,CONTROL TELEPHONE 8 WAY LINE CORD,0.0,0.0,1062,SSET/SRM/PER027029-S AND T-SR
561100820029,FIELD SERVICE CABLE,0.0,0.0,1164,SSET/SRM/PER027029-S AND T-SR
539845311045,E1 TO ETHERNET CONVERTER,0.0,0.0,1469,SSET/SRM/PER027029-S AND T-SR
520500451430,INTERCONNECTING CHORD FOR MOTOROLA 25W VHF EQUIPMENT MODEL GM 300,0.0,0.0,1181,SSET/SRM/PER027029-S AND T-SR
570108230022,UPS 1 KVA BPE MAKE,0.0,0.0,1280,SSET/SRM/PER027029-S AND T-SR
539846380026,Equipment Mounting Tray,0.0,0.0,1437,SSET/SRM/PER027029-S AND T-SR
83048947,CONTINUOUS COMPUTER STATIONERY TWO PLY FAN FOLDED TO IS:12766/97 WITH DETACHABLE SPROCKET ....,0.0,0.0,1042,SSE/S/SRM/TPJ077355-S AND T-SR
83049861,"11 X 12"" TWO PLY CONTINUOUS COMPUTER STATIONERY FAN FOLDED WITH SPROCKET HOLES ON BOTH SID....",0.0,0.0,1052,SSE/S/SRM/TPJ077355-S AND T-SR
83054121,INVOICE COVER MADE OUT OF BROWN WRAPPER DOUBLE IMPERIAL TO SIZE 23 X 10 CMS (8 1/4 X 4) GS....,0.0,0.0,848,SSE/S/SRM/TPJ077355-S AND T-SR
83049540,TNPL 80 GSM XEROX SHEETS SIZE A4 (297 X 210 MM) GSM 80.BRIGHTNESS-MILK WHITE. NOTE: 1. FIR....,0.0,0.0,1564,SSE/S/SRM/TPJ077355-S AND T-SR
45147012,"Uninsulated cadmium copper catenary wire (19/2.10 mm), 65 Sq.mm. Conforming to RDSO Specif....",0.0,0.0,914,SSE/S/SRM/TPJ077355-S AND T-SR
982400170020,Empty IRON Drum 200 Liter Cap.,0.0,0.0,1177,SSE/S/SRM/TPJ077355-S AND T-SR
560403082243,DC DC Convertor Card for SSDAC CEL,0.0,0.0,1115,SSE/S/SRM/TPJ077355-S AND T-SR
522001760017,POINT MACHINE CONTACT SPRING ASSEMBLEY,0.0,0.0,1224,SSE/S/SRM/TPJ077355-S AND T-SR
501000260543,GI pipe 100mm dia 6 Mtrs long,0.0,0.0,888,SSE/S/SRM/TPJ077355-S AND T-SR
501000263740,GI Pipe 50mm Dia 3.65mm Thick,0.0,0.0,888,SSE/S/SRM/TPJ077355-S AND T-SR
501000260543,GI pipe 100mm dia 6 Mtrs long,0.0,0.0,821,SSE/S/SRM/TPJ077355-S AND T-SR
560600046685,RELAY RACK TO HOLD 168 RELAYS,0.0,0.0,888,SSE/S/SRM/TPJ077355-S AND T-SR
783000511229,COMPUTER TABLE WITH CHAIR,0.0,0.0,1108,SSE/S/SRM/TPJ077355-S AND T-SR
569001780227,DC DC Converter 24-40 VOLT/5Amp As Per RDSO SPECIFICATION No. RDSO/SPN/165/2012 OR LATEST ....,0.0,0.0,766,SSE/S/SRM/TPJ077355-S AND T-SR
551200320043,E TYPE LOCK WITH KEY(VARIOUS WARD ),0.0,0.0,907,SSE/S/SRM/TPJ077355-S AND T-SR
54211293,straight Arm Crank complete 300 x300 mm to  drg. No. SA-6135/M/Adv/alt-1,0.0,0.0,1070,SSE/S/SRM/TPJ077355-S AND T-SR
565002070017,ROD SOLID JOINT,0.0,0.0,1143,SSE/S/SRM/TPJ077355-S AND T-SR
50550081,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V/ 200AH CAPACITY  AT 10 HRS. RATE O....,0.0,0.0,1035,SSE/S/SRM/TPJ077355-S AND T-SR
50540324,LOW MAINTENANCE LEAD ACID  STATIONARY SECONDARY CELLS  2V/80AH CAPACITY AT  10 HRS RATE OF....,0.0,0.0,848,SSE/S/SRM/TPJ077355-S AND T-SR
430200024879,Digital Clamp meter  AC/DC with digital display counts t: 3 3/4 true RMS value suitable f....,0.0,0.0,1184,SSE/S/SRM/TPJ077355-S AND T-SR
451786060399,Lead Acid Secondary Cell 12V 120 AH Maintenance Free VRLA BATTERY,0.0,0.0,939,SSE/S/SRM/TPJ077355-S AND T-SR
560607110022,Professional Grade 24/7 Operation VDU 55 Inch Monitor,0.0,0.0,925,SSE/S/SRM/TPJ077355-S AND T-SR
509000760014,ON LINE UPS 1 KVA 36 VOLT WITH BATTERY & RACK,0.0,0.0,939,SSE/S/SRM/TPJ077355-S AND T-SR
56119033,CABLE PVC INSULATED ARMOURED UNSCREENED RAILWAY SIGNALLING CABLE OF SIZE 19C x 1.5sqmm (RE....,0.0,0.0,1087,SSE/S/SRM/TPJ077355-S AND T-SR
56501018,PVC INSULATED CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNSCREENED UNDERGROUND ARMOURED WITH....,0.0,0.0,1077,SSE/S/SRM/TPJ077355-S AND T-SR
567916800013,Mini DCDP Box containing 6Nos. 24-40v/05Amp. DC/DC Converter Make-Amara Raja,0.0,0.0,817,SSE/S/SRM/TPJ077355-S AND T-SR
567912690018,SMPS BASED IPS FOR LC GATE WITH ALL ACCESSORIES  & VRLA BATTERIES ( 55+5 NOS),0.0,0.0,841,SSE/S/SRM/TPJ077355-S AND T-SR
539824180030,[A-17]Supply of Universal Earth Leakage Detector 8 channel (3 channel card for monitoring....,0.0,0.0,1077,SSE/S/SRM/TPJ077355-S AND T-SR
567912760045,"Universal LED Lamp proving relay  QECX61 relay, 4F-4B,AC conforming to  BRS:941A STS/E/RE....",0.0,0.0,817,SSE/S/SRM/TPJ077355-S AND T-SR
539882500024,REMOTE TERMINAL UNIT (RTU) OF 64 DIGITAL & 16 ANALOG INPUTS WITH ALL ACCESSORIES,0.0,0.0,944,SSE/S/SRM/TPJ077355-S AND T-SR
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",0.0,0.0,955,SSE/S/SRM/TPJ077355-S AND T-SR
623500980059,DWC Pipe [Inner Dia 103.5mm & Outer Dia-120mm] WITH COUPLER FOR EVERY 6 MTRS,0.0,0.0,788,SSE/S/SRM/TPJ077355-S AND T-SR
501000263740,GI Pipe 50mm Dia 3.65mm Thick,0.0,0.0,1077,SSE/S/SRM/TPJ077355-S AND T-SR
560600046685,RELAY RACK TO HOLD 168 RELAYS,0.0,0.0,1005,SSE/S/SRM/TPJ077355-S AND T-SR
539817560010,PPTC Fuse 6 Amps,0.0,0.0,1145,SSE/S/SRM/TPJ077355-S AND T-SR
539817550016,PPTC Fuse 4 amps,0.0,0.0,1145,SSE/S/SRM/TPJ077355-S AND T-SR
539817400018,PPTC FUSE 2 Amps,0.0,0.0,1201,SSE/S/SRM/TPJ077355-S AND T-SR
539840550049,PBT FUSE BLOCK WITHOUT ND FUSE,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
564800150091,ARA PBT TERMINAL 25MM,0.0,0.0,760,SSE/S/SRM/TPJ077355-S AND T-SR
555400230082,Surface base to suit CLS signal pole 140mm,0.0,0.0,995,SSE/S/SRM/TPJ077355-S AND T-SR
555400140019,CLS POST 3.6 MTRS,0.0,0.0,995,SSE/S/SRM/TPJ077355-S AND T-SR
544100200073,CLS POST 4.6 MTRS,0.0,0.0,995,SSE/S/SRM/TPJ077355-S AND T-SR
539863350028,SPECIAL EARTHING AND BONDING SYSTEM AS PER RDSO SPEC. RDSO/SPN/197/2008 OR LATEST,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
623500980059,DWC Pipe [Inner Dia 103.5mm & Outer Dia-120mm] WITH COUPLER FOR EVERY 6 MTRS,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
503523270291,ELECTRONIC  GATE TELEPHONE SYSYTEM AS PER RDSO SPN NO. RDSO/SPN/TC-51/2011 Rev. 1.0 witho....,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
560604296180,Earth leakage detector (ANUVIDHUT) 4 Channel,0.0,0.0,1044,SSE/S/SRM/TPJ077355-S AND T-SR
501000260543,GI pipe 100mm dia 6 Mtrs long,0.0,0.0,976,SSE/S/SRM/TPJ077355-S AND T-SR
501000263740,GI Pipe 50mm Dia 3.65mm Thick,0.0,0.0,991,SSE/S/SRM/TPJ077355-S AND T-SR
50540324,LOW MAINTENANCE LEAD ACID  STATIONARY SECONDARY CELLS  2V/80AH CAPACITY AT  10 HRS RATE OF....,0.0,0.0,848,SSE/S/SRM/TPJ077355-S AND T-SR
56060105,FRP TRACK LEAD JN BOX,0.0,0.0,907,SSE/S/SRM/TPJ077355-S AND T-SR
539840550049,PBT FUSE BLOCK WITHOUT ND FUSE,0.0,0.0,997,SSE/S/SRM/TPJ077355-S AND T-SR
564800150091,ARA PBT TERMINAL 25MM,0.0,0.0,997,SSE/S/SRM/TPJ077355-S AND T-SR
56509960,- CABLE PVC INSULATED ARMOURED UN SCREENED UNDER GROUND POWER CABLE OF SIZE 2C x 25sqmm AL....,0.0,0.0,955,SSE/S/SRM/TPJ077355-S AND T-SR
56501006,PVC INSULATED CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNDER GROUND UNCREENED ARMOURED WITH....,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
56509959,PVC INSULATING CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNDER GROUND UNSCREENED ARMOURED WI....,0.0,0.0,760,SSE/S/SRM/TPJ077355-S AND T-SR
564800150091,ARA PBT TERMINAL 25MM,0.0,0.0,886,SSE/S/SRM/TPJ077355-S AND T-SR
564680660990,LED Road Signal yellow,0.0,0.0,921,SSE/S/SRM/TPJ077355-S AND T-SR
564680650983,led road signal red,0.0,0.0,995,SSE/S/SRM/TPJ077355-S AND T-SR
56468040,"GREENaspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible ....",0.0,0.0,995,SSE/S/SRM/TPJ077355-S AND T-SR
56468052,"YELLOW aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatibl....",0.0,0.0,972,SSE/S/SRM/TPJ077355-S AND T-SR
56468039,RED ASPECT MAIN LED SIGNAL RETROFITTABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC LE....,0.0,0.0,972,SSE/S/SRM/TPJ077355-S AND T-SR
567912690018,SMPS BASED IPS FOR LC GATE WITH ALL ACCESSORIES  & VRLA BATTERIES ( 55+5 NOS),0.0,0.0,923,SSE/S/SRM/TPJ077355-S AND T-SR
549000631731,LOCATION BOX QUARTER,0.0,0.0,995,SSE/S/SRM/TPJ077355-S AND T-SR
539882500024,REMOTE TERMINAL UNIT (RTU) OF 64 DIGITAL & 16 ANALOG INPUTS WITH ALL ACCESSORIES,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
539896950082,CLS Unit 2 Aspect,0.0,0.0,995,SSE/S/SRM/TPJ077355-S AND T-SR
539839680012,CLS UNIT 3 ASPECT,0.0,0.0,1087,SSE/S/SRM/TPJ077355-S AND T-SR
564200100155,Ladder with Platform and shoes for CLC pole 3.6mtr,0.0,0.0,995,SSE/S/SRM/TPJ077355-S AND T-SR
564200100143,Ladder with Platform and shoes for CLC pole 4.6mtr,0.0,0.0,995,SSE/S/SRM/TPJ077355-S AND T-SR
56509960,CABLE PVC INSULATED ARMOUND UNSCREENED UNDERGROUND POWER CABLE OF SIZE 2C X 25 SQ.MM ALUMI....,0.0,0.0,955,SSE/S/SRM/TPJ077355-S AND T-SR
56119033,CABLE PVC INSULATED ARMOURED UNSCREENED RAILWAY SIGNALLING CABLE OF SIZE 19C X 1.5 SQMM TO....,0.0,0.0,978,SSE/S/SRM/TPJ077355-S AND T-SR
501000263740,GI Pipe 50mm Dia 3.65mm Thick,0.0,0.0,999,SSE/S/SRM/TPJ077355-S AND T-SR
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",0.0,0.0,955,SSE/S/SRM/TPJ077355-S AND T-SR
56509959,Under ground Railway Signaling Cable size-12 Core x 1.5sqmm unscreened PVC Insulated PVC i....,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
503523410740,DIGITAL VOICE ANNOUNCIATION UNIT FOR LC GATE,0.0,0.0,1052,SSE/S/SRM/TPJ077355-S AND T-SR
50540324,"Lead Acid cell, Low Maintenance, 2 volt in hard rubber(or Transparent container, Polypropy....",0.0,0.0,848,SSE/S/SRM/TPJ077355-S AND T-SR
501000263740,GI Pipe 50mm Dia 3.65mm Thick,0.0,0.0,995,SSE/S/SRM/TPJ077355-S AND T-SR
564800150091,ARA PBT TERMINAL 25MM,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
623500980059,DWC Pipe [Inner Dia 103.5mm & Outer Dia-120mm] WITH COUPLER FOR EVERY 6 MTRS,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
539829420017,CEL MSDAC Center Eveluter rack,0.0,0.0,1005,SSE/S/SRM/TPJ077355-S AND T-SR
56509960,- CABLE PVC INSULATED ARMOURED UN SCREENED UNDER GROUND POWER CABLE OF SIZE 2C x 25sqmm AL....,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
56501018,PVC INSULATED CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNSCREENED UNDERGROUND ARMOURED WITH....,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
56119033,CABLE PVC INSULATED ARMOURED UNSCREENED RAILWAY SIGNALLING CABLE OF SIZE 19C x 1.5sqmm (RE....,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
56509959,PVC INSULATING CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNDER GROUND UNSCREENED ARMOURED WI....,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
567922110011,"24-32V/5Amp DC-DC converter for IPS (Supply to be made inset, each set consists of 6 Nos ....",0.0,0.0,880,SSE/S/SRM/TPJ077355-S AND T-SR
56509960,CABLE PVC INSULATED ARMOUND UNSCREENED UNDERGROUND POWER CABLE OF SIZE 2C X 25 SQ.MM ALUMI....,0.0,0.0,848,SSE/S/SRM/TPJ077355-S AND T-SR
56509959,Under ground Railway Signaling Cable size-12 Core x 1.5sqmm unscreened PVC Insulated PVC i....,0.0,0.0,864,SSE/S/SRM/TPJ077355-S AND T-SR
569902250044,"SAFETY POINT ALARM UNIT(LED indication system with 6 indications, buzzer of data logger",0.0,0.0,935,SSE/S/SRM/TPJ077355-S AND T-SR
569902250044,"SAFETY POINT ALARM UNIT(LED indication system with 6 indications, buzzer of data logger",0.0,0.0,922,SSE/S/SRM/TPJ077355-S AND T-SR
759098201837,110 mm dia HDPE pipe ISI Mark IS: no. 4984:2016,0.0,0.0,841,SSE/S/SRM/TPJ077355-S AND T-SR
549000631731,LOCATION BOX QUARTER,0.0,0.0,880,SSE/S/SRM/TPJ077355-S AND T-SR
539882500024,REMOTE TERMINAL UNIT (RTU) OF 64 DIGITAL & 16 ANALOG INPUTS WITH ALL ACCESSORIES,0.0,0.0,779,SSE/S/SRM/TPJ077355-S AND T-SR
565100090011,MINI DCDP PANEL,0.0,0.0,880,SSE/S/SRM/TPJ077355-S AND T-SR
567913130010,STATION IPS  SIX ROAD WITH ALL ACCESSARIES.,0.0,0.0,919,SSE/S/SRM/TPJ077355-S AND T-SR
56509960,CABLE PVC INSULATED ARMOUND UNSCREENED UNDERGROUND POWER CABLE OF SIZE 2C X 25 SQ.MM ALUMI....,0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
56509959,Under ground Railway Signaling Cable size-12 Core x 1.5sqmm unscreened PVC Insulated PVC i....,0.0,0.0,955,SSE/S/SRM/TPJ077355-S AND T-SR
56119033,CABLE PVC INSULATED ARMOURED UNSCREENED RAILWAY SIGNALLING CABLE OF SIZE 19C X 1.5 SQMM TO....,0.0,0.0,978,SSE/S/SRM/TPJ077355-S AND T-SR
56501018,"UNDERGROUND RAILWAY SIGNALING CABLE, UNSCREENED, PVC INSULATED, PVC INNER SHEATHED, ARMOUR....",0.0,0.0,984,SSE/S/SRM/TPJ077355-S AND T-SR
56500488,UNDERGROUND RAILWAY JELLY FILLED 06 QUAD CABLE 0.9MM DIA AS PER IRS SPECIFICATION No IRS:T....,0.0,0.0,955,SSE/S/SRM/TPJ077355-S AND T-SR
569003560048,FIRE ALARM RELAY MODULE WITH BACK BOX AND ACESSORIES AS PER RDSO/SPN/217/2018-VER 2.0,0.0,0.0,961,SSE/S/SRM/TPJ077355-S AND T-SR
569003010218,Addressable and Resettable Manual Call Point with integrated short circuit isolator as pe....,0.0,0.0,961,SSE/S/SRM/TPJ077355-S AND T-SR
861601010019,TCP/IP MODULE ETHERNET MODULE RE-517 ME,0.0,0.0,961,SSE/S/SRM/TPJ077355-S AND T-SR
861600950045,Fire Alarm GSM Module for Control Panel with Backbox,0.0,0.0,961,SSE/S/SRM/TPJ077355-S AND T-SR
569003010085,FIRE ALARM NETWORKABLE SINGLE LOOP ADDRESSABLE FIRE ALARM CONTROL PANEL AS PER RDSO/SPN/21....,0.0,0.0,961,SSE/S/SRM/TPJ077355-S AND T-SR
661087590031,Interface module for Linear Heat Sensing cable(LHS) and control panel.,0.0,0.0,961,SSE/S/SRM/TPJ077355-S AND T-SR
860102180012,LINEAR HEAT SENSING CABLE FOR AUTOMATIC FIRE DETECTION & ALARM SYSTEM.,0.0,0.0,961,SSE/S/SRM/TPJ077355-S AND T-SR
560600046685,RELAY RACK TO HOLD 168 RELAYS,0.0,0.0,817,SSE/S/SRM/TPJ077355-S AND T-SR
567922110011,"24-32V/5Amp DC-DC converter for IPS (Supply to be made inset, each set consists of 6 Nos ....",0.0,0.0,898,SSE/S/SRM/TPJ077355-S AND T-SR
567912690018,SMPS BASED IPS FOR LC GATE WITH ALL ACCESSORIES  & VRLA BATTERIES ( 55+5 NOS),0.0,0.0,852,SSE/S/SRM/TPJ077355-S AND T-SR
563015710351,RELEASED POINT MACHINE ALL TYPE,0.0,0.0,1224,SSE/S/SRM/TPJ077355-S AND T-SR
603201171007,ALTERNATOR FOR GENERATOR,0.0,0.0,1321,SSE/S/SRM/TPJ077355-S AND T-SR
910173850040,M.F EARTH COPPER ROD,0.0,0.0,1321,SSE/S/SRM/TPJ077355-S AND T-SR
429081582888,BATTERY STAND-WOODEN,0.0,0.0,1321,SSE/S/SRM/TPJ077355-S AND T-SR
429079217870,Axle counter VR BOX WITH RELAYS (Released),0.0,0.0,1321,SSE/S/SRM/TPJ077355-S AND T-SR
539821990015,AXLE COUNTER RX COIL,0.0,0.0,1321,SSE/S/SRM/TPJ077355-S AND T-SR
560800170033,ELECTRIC MOTOR POINT MACHINE COVER   (Released),0.0,0.0,1224,SSE/S/SRM/TPJ077355-S AND T-SR
860130140165,FIRE EXTINGUISHER,0.0,0.0,1263,SSE/S/SRM/TPJ077355-S AND T-SR
429081239604,NICAD BATTERY CHARGER,0.0,0.0,1182,SSE/S/SRM/TPJ077355-S AND T-SR
712500010024,Empty Drum 20 ltrs Capacity,0.0,0.0,1289,SSE/S/SRM/TPJ077355-S AND T-SR
470200014801,Diesel Generator 7.5 KVA,0.0,0.0,1000,SSE/S/SRM/TPJ077355-S AND T-SR
831500010038,BOX WOODEN OFF SIZES,0.0,0.0,1290,SSE/S/SRM/TPJ077355-S AND T-SR
603208471008,RELEASED CHANGE OVER SWITCH,0.0,0.0,1290,SSE/S/SRM/TPJ077355-S AND T-SR
539827700011,SSDAC Digital Axle counter.,0.0,0.0,1110,SSE/S/SRM/TPJ077355-S AND T-SR
466419100013,RODS,0.0,0.0,1290,SSE/S/SRM/TPJ077355-S AND T-SR
539810330011,L Bracket for point machine,0.0,0.0,1290,SSE/S/SRM/TPJ077355-S AND T-SR
539882500024,REMOTE TERMINAL UNIT (RTU) OF 64 DIGITAL & 16 ANALOG INPUTS WITH ALL ACCESSORIES,0.0,0.0,817,SSE/S/SRM/TPJ077355-S AND T-SR
56119537,CABLE SIZE 2 CORE X 2.5 SQMM  PVC INSULATED  FOR RAILWAY SIGNALLING HEAVY DUTY UNDER GROUN....,0.0,0.0,803,SSE/S/SRM/TPJ077355-S AND T-SR
560610430020,TLD BOX - FRP WITH ANGULARS,0.0,0.0,790,SSE/S/SRM/TPJ077355-S AND T-SR
56509960,CABLE PVC INSULATED ARMOUND UNSCREENED UNDERGROUND POWER CABLE OF SIZE 2C X 25 SQ.MM ALUMI....,0.0,0.0,817,SSE/S/SRM/TPJ077355-S AND T-SR
567918910016,PCB-MOV Class D protection board -1ph suitable for existing AMARARAJA make IPS,0.0,0.0,944,SSE/SRM/SIG/MDU087221-S AND T-SR
567918900011,PCB -Battery disconnect indication board.(BDIB) suitable for  AMARARAJA MAKE IPS,0.0,0.0,944,SSE/SRM/SIG/MDU087221-S AND T-SR
567918890017,PCB-PFC interface board,0.0,0.0,944,SSE/SRM/SIG/MDU087221-S AND T-SR
567918880012,PCB Potential free contacts board suitable for existing make AMARARAJA IPS,0.0,0.0,944,SSE/SRM/SIG/MDU087221-S AND T-SR
567918870018,PCB-110V MUIB1 with N/C logic suitable for existing AMARARAJA make IPS.,0.0,0.0,944,SSE/SRM/SIG/MDU087221-S AND T-SR
567912100082,GSM Modem for SMS generation,0.0,0.0,930,SSE/SRM/SIG/MDU087221-S AND T-SR
567911560024,PCB-SMR Address card for IPS suitable for existing AMARARAJA make,0.0,0.0,944,SSE/SRM/SIG/MDU087221-S AND T-SR
861600910011,ISOLATOR BASE DETECTOR BASE,0.0,0.0,964,SSE/SRM/SIG/MDU087221-S AND T-SR
56119537,PVC INSULATED CABLE FOR RAILWAY SIGNALLING   HEAVY DUTY UNDER GROUND UNSCREENED ARMOUNED W....,0.0,0.0,739,SSE/S/SRM/TPJ077355-S AND T-SR
509000950277,Thermo Shrink Jointing kit  for jelly filled six quad cable conforming to RDSO Spec. No.....,0.0,0.0,788,SSE/S/SRM/TPJ077355-S AND T-SR
861601000026,Monitor module for 3rd party with backbox and all other accessories,0.0,0.0,961,SSE/S/SRM/TPJ077355-S AND T-SR
542218861440,EOL as per RDSO/SPN/217/2018 ver 2.0 or latest,0.0,0.0,961,SSE/S/SRM/TPJ077355-S AND T-SR
567921660015,BATTERY CHARGER (WITH OUT BATTERIES)  SUITABLE  FOR SIRVEEN MAKE RTU,0.0,0.0,953,SSE/SRM/SIG/MDU087221-S AND T-SR
567921650010,ANALOG SINGLE MODEM (EXTERNAL)  SUITABLE  FOR SIRVEEN MAKE RTU,0.0,0.0,953,SSE/SRM/SIG/MDU087221-S AND T-SR
567921640016,DISPLAY CARD  SUITABLE  FOR SIRVEEN MAKE RTU,0.0,0.0,953,SSE/SRM/SIG/MDU087221-S AND T-SR
567921630011,DIGITAL TERMINATION CARD  SUITABLE  FOR SIRVEEN MAKE RTU,0.0,0.0,953,SSE/SRM/SIG/MDU087221-S AND T-SR
567921620017,DIGITAL SCANNER AND TELE CONTROL CARD  SUITABLE  FOR SIRVEEN MAKE RTU,0.0,0.0,953,SSE/SRM/SIG/MDU087221-S AND T-SR
567921610012,DIGITAL INPUT CARD 128 SUITABLE  FOR SIRVEEN MAKE RTU,0.0,0.0,953,SSE/SRM/SIG/MDU087221-S AND T-SR
567921600018,ANALOG SCANNER CARD SUITABLE FOR SIRVEEN MAKE RTU,0.0,0.0,953,SSE/SRM/SIG/MDU087221-S AND T-SR
567921590013,ANALOG INPUT 16 CHANNELS SUITABLE FOR SIRVEEN MAKE RTU,0.0,0.0,953,SSE/SRM/SIG/MDU087221-S AND T-SR
567921580019,MOTHER BOARD SUITABLE FOR SIRVEEN MAKE RTU,0.0,0.0,953,SSE/SRM/SIG/MDU087221-S AND T-SR
567919430014,SURGE CARD SUITABLE FOR SIRVEEN MAKE.,0.0,0.0,953,SSE/SRM/SIG/MDU087221-S AND T-SR
567919120013,DUAL MODEM CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGER,0.0,0.0,899,SSE/SRM/SIG/MDU087221-S AND T-SR
567918960020,Power module-1.0KVA INVERTER-DADI-IPS suitable for AMARA RAJA IPS,0.0,0.0,944,SSE/SRM/SIG/MDU087221-S AND T-SR
567918950014,PMB-03-06/0.1A DC-DC CONV WITH TINY Sw suitable for AMARARAJA IPS,0.0,0.0,944,SSE/SRM/SIG/MDU087221-S AND T-SR
567918940010,24-40V/5A DC-DC Conv Module Mini PMB Ver suitable for AMARA RAJA IPS.,0.0,0.0,944,SSE/SRM/SIG/MDU087221-S AND T-SR
567918920010,PCB ?SCR Snubber BD for IPS SSBACC suitable for existing AMARARAJA make IPS.,0.0,0.0,944,SSE/SRM/SIG/MDU087221-S AND T-SR
539863190013,FRP TYPE ROAD WARNING SIGNAL DIGITAL VOICE ANNOUNCIATOR SYSTEM,0.0,0.0,1650,SSE/SRM/SIG/MDU087221-S AND T-SR
539832390016,"DC DC converter 24-32V , 5A",0.0,0.0,1665,SSE/SRM/SIG/MDU087221-S AND T-SR
539825320016,LED YELLOW WITH CURRENT REGULATOR,0.0,0.0,1548,SSE/SRM/SIG/MDU087221-S AND T-SR
564600880036,Double Digit Multi Lamp Route Indicator (LED Type).,0.0,0.0,950,SSE/SRM/SIG/MDU087221-S AND T-SR
56452032,RELAY QN1 12F/4B PLUG IN TYPE,0.0,0.0,1747,SSE/SRM/SIG/MDU087221-S AND T-SR
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,0.0,0.0,825,SSE/SRM/SIG/MDU087221-S AND T-SR
56160112,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,0.0,0.0,1836,SSE/SRM/SIG/MDU087221-S AND T-SR
56160010,Battery Charger 230V/24V 30 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,0.0,0.0,1355,SSE/SRM/SIG/MDU087221-S AND T-SR
431500731485,SERVO VOLTAGE STABLIZER,0.0,0.0,1289,SSE/S/SRM/TPJ077355-S AND T-SR
981100050046,SCREW COUPLING,0.0,0.0,1031,SSE/S/SRM/TPJ077355-S AND T-SR
565100011482,Transformer Rectifier,0.0,0.0,1303,SSE/S/SRM/TPJ077355-S AND T-SR
461385530010,FOUNDATION BOLTS,0.0,0.0,905,SSE/S/SRM/TPJ077355-S AND T-SR
461385815351,U BOLT,0.0,0.0,1210,SSE/S/SRM/TPJ077355-S AND T-SR
565172840715,Released  Data Logger,0.0,0.0,1290,SSE/S/SRM/TPJ077355-S AND T-SR
782000561908,TEAK WOOD BOARD,0.0,0.0,1303,SSE/S/SRM/TPJ077355-S AND T-SR
560604021129,SHUNT SIGNAL BASE WITH POST,0.0,0.0,1224,SSE/S/SRM/TPJ077355-S AND T-SR
569902130014,MAIN SIGNAL OFF SET BRACKET,0.0,0.0,1305,SSE/S/SRM/TPJ077355-S AND T-SR
556200010139,TRESTLES,0.0,0.0,981,SSE/S/SRM/TPJ077355-S AND T-SR
556200010395,TOP ROLLER (R),0.0,0.0,986,SSE/S/SRM/TPJ077355-S AND T-SR
560800130734,"Single Section Digital Axle counter (SSDAC) configuration 2DP,1 section (MEDHA)",0.0,0.0,1272,SSE/SRM/SIG/MDU087221-S AND T-SR
560603820869,L Bracket for ground connection,0.0,0.0,1396,SSE/SRM/SIG/MDU087221-S AND T-SR
560603820857,D Bracket for ground connection,0.0,0.0,1396,SSE/SRM/SIG/MDU087221-S AND T-SR
67900203,"STORAGE BATTERY LEAD ACID 19 PLATES, 12 VOLTS/135 AH FOR MOTOR VEHICLES DRY UNCHARGED WITH....",0.0,0.0,1832,SSE/SRM/SIG/MDU087221-S AND T-SR
