PL_Code,Description,Active_Months,Months_With_Demand,Months_Without_Demand,Mean_Monthly_Demand,Demand_Variance,Std_Deviation,CV,CV2,ADI,Intermittency_Pct,Demand_Class
560600099124,Supply and installation of Work space as per enclosed drawing -workspace(as approved by engineer inc....,29,1,28,0.0345,0.0345,0.1857,5.3852,0.0,29.0,96.55,Intermittent
560601135847,EI PSU CARD ANSALDO MAKE (REALEASED),43,1,42,0.0465,0.093,0.305,6.5574,0.0,43.0,97.67,Intermittent
560601140041,EI CPU CARD ANSALDO MAKE (RELEASED),43,1,42,0.0233,0.0233,0.1525,6.5574,0.0,43.0,97.67,Intermittent
560601181638,Microlok -II Central Processing Unit PCB Ansaldo Make,43,2,41,0.093,0.1816,0.4262,4.5813,0.0,21.5,95.35,Intermittent
560601240023,Emergency Panel for Electronic Interlocking,54,1,53,0.0185,0.0185,0.1361,7.3485,0.0,54.0,98.15,Intermittent
560601240140,Emergency Panel for Electronic Interlocking (Without Relays),2,0,2,0.0,0.0,0.0,,,,100.0,Dead
560601307440,"Class A"" Franklin Rod Type Lightening Protection system",53,9,44,0.7736,7.5247,2.7431,3.546,1.2647,5.8889,83.02,Lumpy
560601365117,Cable termination rack 210 capacity.,51,2,49,0.0392,0.0384,0.196,4.999,0.0,25.5,96.08,Intermittent
560601365210,CABLE TERMINATION RACK 500 CAPACITY,51,4,47,0.098,0.1302,0.3608,3.6804,0.12,12.75,92.16,Intermittent
560601471320,VITAL CUT OFF RELAY (VCOR) ANSALDO Make,48,4,44,0.125,0.1968,0.4436,3.549,0.1111,12.0,91.67,Intermittent
560601471446,VCOR Relay Base ANSALDO Make,15,1,14,0.1333,0.2667,0.5164,3.873,0.0,15.0,93.33,Intermittent
560601596188,LED 5mm Various Colour with Holder Resistance cable copper coated  for Panels,3,1,2,66.6667,13333.3333,115.4701,1.7321,0.0,3.0,66.67,Intermittent
560601647378,BOLT WITH NUT 12MM X 38/100/200MM,40,2,38,1.4,53.0154,7.2812,5.2008,0.3686,20.0,95.0,Intermittent
560601907157,GALLANT UN-INTERRUPTED DUAL REDUNDANT 24VDC/2A MULTI OUTPUT POWER PACK,47,0,47,0.0,0.0,0.0,,,,100.0,Dead
560601982623,STOPPER TERMINAL,37,2,35,0.5405,5.2553,2.2924,4.241,0.0,18.5,94.59,Intermittent
560602423289,Siemens AFTC Tuning Unit - TX (F11) D13- B11,43,1,42,0.0233,0.0233,0.1525,6.5574,0.0,43.0,97.67,Intermittent
560602905521,PUSH BUTTON ASSEMBLY,54,12,42,2.7407,54.8749,7.4078,2.7028,0.8156,4.5,77.78,Lumpy
560602960015,"Electrolytic Condensor 50V DC-5000 Mfd , Make Keltron, Samwha, Panasonic only FIrm offer:Make Keltro....",43,12,31,38.9535,14271.9025,119.4651,3.0669,1.8429,3.5833,72.09,Lumpy
560603050043,MSDAC EVALUATOR WITH CARDS,50,1,49,0.1,0.5,0.7071,7.0711,0.0,50.0,98.0,Intermittent
560603087327,RELAY LED ECR QECX-61 [4F/4B],54,45,9,57.7222,7901.5629,88.8907,1.54,1.773,1.2,16.67,Erratic
560603087492,RELAY LED ECR QECX-52 WITH ACCESSORIES,47,2,45,0.2128,1.0407,1.0201,4.7947,0.0,23.5,95.74,Intermittent
560603257841,SIEMENS Electronic Interlocking Card VPIM50 Vital parallel input Module 50V,10,2,8,0.6,1.8222,1.3499,2.2498,0.1111,5.0,80.0,Intermittent
560603406263,Signal ladder of Sizes  With/Without Clamp  for CLS,54,5,49,0.1852,0.4179,0.6464,3.4908,0.2,10.8,90.74,Intermittent
560603663314,Colour Light Signal Unit 3 ASPECT,54,12,42,1.3148,25.7669,5.0761,3.8607,2.4731,4.5,77.78,Lumpy
560603663326,Colour Light Signal Unit 3 ASPECT Aluminium,23,5,18,0.8696,5.3913,2.3219,2.6702,0.7,4.6,78.26,Lumpy
560603670057,Siemens ALPHA Bond Black 18 Mtrs,44,3,41,0.2045,0.7246,0.8513,4.1617,0.2222,14.6667,93.18,Intermittent
560604104140,TRANSFORMER RECTIFIER 110VAC/24VDC/5 AMPS,52,7,45,1.1538,33.9367,5.8255,5.0488,2.5,7.4286,86.54,Lumpy
560604104229,TRANSFORMER RECTIFIER 110V/12V/2A,42,2,40,0.0476,0.0465,0.2155,4.5263,0.0,21.0,95.24,Intermittent
560604185620,ELB LC GATE Control Panel,44,2,42,0.0682,0.1115,0.3339,4.8979,0.1111,22.0,95.45,Intermittent
560604185631,EMERGENCY SLIDING BOOM ASSEMBLY WITH ALL ACCESSORIES,19,6,13,0.7895,2.9532,1.7185,2.1768,0.7333,3.1667,68.42,Lumpy
560604185874,LC GATE PANEL (PTJ MAKE),44,3,41,0.1364,0.26,0.5099,3.7396,0.0,14.6667,93.18,Intermittent
560604186131,Electrical Operating Panel for Lifting barrier Gate(Without Relay) PTJ Make,29,8,21,0.8621,2.5517,1.5974,1.853,0.1904,3.625,72.41,Intermittent
560604186143,EMERGENCY SLIDING BOOM COMPLETE SET (PTJ MAKE),29,9,20,3.8276,71.7906,8.4729,2.2136,0.7787,3.2222,68.97,Lumpy
560604295813,Earth leakage detector 8 Channel with accessories (ANUVIDHUT),48,4,44,0.1042,0.1379,0.3713,3.5644,0.12,12.0,91.67,Intermittent
560604296362,Earth Leakage Detector (8 channel) as per RDSO specification no. RDSO/SPN/256/2002 or latest,36,10,26,2.75,83.6214,9.1445,3.3253,2.264,3.6,72.22,Lumpy
560604545830,Electrical Drilling Machine input 110V model WDH 13/23mm heavy duty drill 595 watts on full load wit....,39,4,35,0.1026,0.0945,0.3074,2.9967,0.0,9.75,89.74,Intermittent
560604970024,RISHABH Category III 1000 V of IEC 61010 Available Insulation Tester,47,9,38,1.0213,11.4995,3.3911,3.3204,1.2578,5.2222,80.85,Lumpy
560604970097,DIGITAL INSULATION TESTER,16,4,12,1.3125,6.8958,2.626,2.0008,0.1882,4.0,75.0,Intermittent
560605284574,Condenser 10000 MFD 50V,54,22,32,23.5185,1329.877,36.4675,1.5506,0.3688,2.4545,59.26,Intermittent
560605305127,ELECTRICAL DETECTOR,49,1,48,0.0204,0.0204,0.1429,7.0,0.0,49.0,97.96,Intermittent
560605500088,TRAIN SHUNT RESISTOR,47,4,43,2.5532,102.0352,10.1012,3.9563,0.3889,11.75,91.49,Intermittent
560605636491,CR TEST PANEL FOR q SERIES RELAY WITH DIGITAL MICRO OHM METER,54,10,44,0.9074,12.1233,3.4819,3.8372,1.8613,5.4,81.48,Lumpy
560605790029,Cable Clamp Assembly for Sleeper,38,12,26,42.2895,10944.4815,104.6159,2.4738,1.1975,3.1667,68.42,Lumpy
560605830027,Condenser 2200 MFD 50V,54,19,35,39.1667,13785.4623,117.4115,2.9977,2.4552,2.8421,64.81,Lumpy
560606310027,Siemens ALPHA Bond White 21.5 Mtrs,44,4,40,0.1818,0.3848,0.6203,3.4117,0.125,11.0,90.91,Intermittent
560606600029,TRAIN SHUNT METER (PTJ MAKE),47,3,44,0.4681,4.3848,2.094,4.4735,0.314,15.6667,93.62,Intermittent
560606610254,Surge protection device (SPD) Class C for 24V DC as per specification in the enclosure ( One set con....,38,4,34,1.2105,15.1977,3.8984,3.2204,0.1682,9.5,89.47,Intermittent
560607000034,THUMB SWITCH 2 POSITION,54,10,44,7.7778,510.7421,22.5996,2.9057,0.7197,5.4,81.48,Lumpy
560607046599,THUMB SWITCH 3 POSITION.,54,9,45,3.5556,123.761,11.1248,3.1288,0.7681,6.0,83.33,Lumpy
560607080029,GALLANT DC-DC CONVERTOR (110V/50V DC/5Amps),50,2,48,0.08,0.1976,0.4445,5.5558,0.25,25.0,96.0,Intermittent
560607110101,VDU 55 MONITOR WITH POWER CARD,50,7,43,0.26,0.6861,0.8283,3.1859,0.5325,7.1429,86.0,Lumpy
560607460045,Transformer 110VAC/110VAC - 500VA capacity,51,0,51,0.0,0.0,0.0,,,,100.0,Dead
560609080021,ELB LC Gate Meeting post,48,4,44,0.1667,0.3546,0.5955,3.5729,0.125,12.0,91.67,Intermittent
560609080033,ELB LC Gate Pedastal,52,4,48,0.0769,0.0724,0.2691,3.4979,0.0,13.0,92.31,Intermittent
560609140066,Stop Board of Aluminium Composite materials with Reflective Sticker,26,1,25,0.7692,15.3846,3.9223,5.099,0.0,26.0,96.15,Intermittent
560609580030,FRAME FOR RELAY ALU,49,1,48,0.1837,1.6531,1.2857,7.0,0.0,49.0,97.96,Intermittent
560609720149,"One embedded PC and one 55 inch 4K industrial grade VDU and other accessories like mouse, keyboard e....",41,2,39,0.0976,0.1902,0.4362,4.4707,0.0,20.5,95.12,Intermittent
560609830113,LED TORCH FOR MAINTAINER,47,0,47,0.0,0.0,0.0,,,,100.0,Dead
560610480321,"IF Card, FSI02-B for Kyosan make EI",31,2,29,0.1935,0.5613,0.7492,3.8708,0.0,15.5,93.55,Intermittent
560610480333,"I/O Card, FIO7-[P] for EI Kyosan",31,2,29,0.1935,0.5613,0.7492,3.8708,0.0,15.5,93.55,Intermittent
560610480345,"I/O Card, PIO3C(PIO2-LOG) for Kyosan make EI",31,2,29,0.4839,3.6581,1.9126,3.9527,0.04,15.5,93.55,Intermittent
560610600065,Non Flammable Electronic Contact Cleaner,31,3,28,6.4516,927.9226,30.4618,4.7216,1.1846,10.3333,90.32,Lumpy
560610880130,Microlok - II EI SYNC Card,20,2,18,0.15,0.2395,0.4894,3.2624,0.1111,10.0,90.0,Intermittent
560611710036,LED 3mm with Assembly for Panel,10,1,9,20.0,4000.0,63.2456,3.1623,0.0,10.0,90.0,Intermittent
560612520681,Key Lock Checking Relay (KLCR) with one number K-50 Neutral Relay to work on 24V DC non AC immunized....,5,3,2,4.8,28.7,5.3572,1.1161,0.1979,1.6667,40.0,Intermittent
560613020047,"I/O Card, DID for Kyosan make EI",31,2,29,0.1935,0.5613,0.7492,3.8708,0.0,15.5,93.55,Intermittent
560613030028,"Power Card, IPU6C for Kyosan make EI",31,2,29,0.1935,0.5613,0.7492,3.8708,0.0,15.5,93.55,Intermittent
560613050027,"Optical Branch Card , SPHC-TT for Kyosan make EI",31,1,30,0.129,0.5161,0.7184,5.5678,0.0,31.0,96.77,Intermittent
560613610045,"IF Card, FSI02-B EX for Kyosan make EI",31,2,29,0.1935,0.5613,0.7492,3.8708,0.0,15.5,93.55,Intermittent
560613610057,"I/O Card, EXTFIO7-(P) for Kyosan make EI",31,2,29,0.1935,0.5613,0.7492,3.8708,0.0,15.5,93.55,Intermittent
560613610069,E-P5 Subrack with mother board for Kyosan make EI,31,2,29,0.129,0.3161,0.5623,4.3575,0.25,15.5,93.55,Intermittent
560613610070,"Power Supply for SPHC-TT, SPHC-PW for Kyosan make EI",31,1,30,0.0645,0.129,0.3592,5.5678,0.0,31.0,96.77,Intermittent
560613610082,PCINIO-B Card for MTC Kyosan make EI,31,1,30,0.1935,1.1613,1.0776,5.5678,0.0,31.0,96.77,Intermittent
560618310155,MLK II CPU EEPROM PCB,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
560623880422,Surge Protection systems for MSDAC Hut 1 in CTRE-MDVE Section as per RDSOTAN no. STSE/TAN/3006 ver.2....,8,1,7,0.125,0.125,0.3536,2.8284,0.0,8.0,87.5,Intermittent
560623880434,Surge Protection systems for MSDAC Hut 2 in CTRE-MDVE Section as per RDSO TAN no. STS/ E/ TAN/ 3006 ....,8,1,7,0.125,0.125,0.3536,2.8284,0.0,8.0,87.5,Intermittent
560629410026,B023 Rack Frame (Altpro make),20,1,19,1.4,39.2,6.261,4.4721,0.0,20.0,95.0,Intermittent
560800130618,"ACM (Axle Counter Module) 200, Make: Siemens",52,2,50,0.1923,1.5701,1.2531,6.5159,0.64,26.0,96.15,Lumpy
560800130709,High Availability Single Section DIgital Axle Counter System(HASSDAC) with dual track sensor as per ....,50,9,41,0.46,1.6412,1.2811,2.785,0.5482,5.5556,82.0,Lumpy
560800130801,UP GRADATION OF HASSDAC SYSTEM FROM VERSION S002 TO S003 OF GG TRONICS. This willinclude: 1. Replace....,49,4,45,0.2857,1.5,1.2247,4.2866,0.551,12.25,91.84,Lumpy
560800131118,SF Chassis with Mother Board Assembly for SSDAC (G.G.Tronics Make),43,1,42,0.0698,0.2093,0.4575,6.5574,0.0,43.0,97.67,Intermittent
560800150253,Colour Light Signal Unit 4 ASPECT,45,15,30,1.6667,12.5,3.5355,2.1213,0.8,3.0,66.67,Lumpy
560800150400,Modified colour light signal Four aspect unit (MS),36,2,34,0.1389,0.4659,0.6825,4.9144,0.36,18.0,94.44,Intermittent
560800820064,SMPS based IPS system upto 6 lines in RE area with 300Ah VRLA battery bank to RDSO specification RDS....,17,3,14,1.1176,6.7353,2.5952,2.3221,0.072,5.6667,82.35,Intermittent
56110029,CABLE PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3C X 10 SQ.MM,49,10,39,292.1837,503022.6114,709.2409,2.4274,0.382,4.9,79.59,Intermittent
561183521801,PVC Cable of unsheathed insulated annealed tinned copper conductor single core multi strands 16/0.2 ....,50,44,6,2385.64,47794826.3984,6913.3802,2.8979,7.1224,1.1364,12.0,Erratic
56119033,CABLE PVC INSULATED ARMOURED UNSCREENED RAILWAY SIGNALLING CABLE OF SIZE 19C x 1.5sqmm (REV 4.0) IRS....,54,34,20,2471.9444,13914940.2044,3730.2735,1.509,1.0369,1.5882,37.04,Lumpy
56119537,PVC INSULATED CABLE FOR RAILWAY SIGNALLING   HEAVY DUTY UNDER GROUND UNSCREENED ARMOUNED WITH GALVAN....,54,35,19,1346.3148,3426983.4651,1851.2114,1.375,0.8509,1.5429,35.19,Lumpy
561195810069,Wire Coil 1.5 Sqmm,32,1,31,0.0312,0.0312,0.1768,5.6569,0.0,32.0,96.88,Intermittent
561196180021,"CABLE JELLY FILLED UNDERGROUND TELECOM 6 QUAD, 0.9MM DIA RAILWAY SIGNAL AND TELECOM COPPER CONDUCTOR....",53,44,9,6106.6792,43284060.1451,6579.0623,1.0774,0.7756,1.2045,16.98,Erratic
561196730082,PFSK CARD FOR TPWS,40,2,38,0.2,0.7795,0.8829,4.4144,0.0,20.0,95.0,Intermittent
561196730094,PIND CARD FOR TPWS,40,3,37,0.25,0.859,0.9268,3.7072,0.08,13.3333,92.5,Intermittent
561196730150,Cable Gland for TPWS,32,1,31,0.625,12.5,3.5355,5.6569,0.0,32.0,96.88,Intermittent
561300052071,Input Card Compatible with existing DELTRON make UFSBI System as per RDSO Specification No.IRS S 105....,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
561300651264,MSDAC RESET BOX,50,3,47,0.14,0.3678,0.6064,4.3316,0.1633,16.6667,94.0,Intermittent
561300652270,FDC 110V(H001M124R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 or....,9,2,7,1.1111,4.8611,2.2048,1.9843,0.0,4.5,77.78,Intermittent
561300652281,FPD 21 KHZ (Part no. H001M101R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/....,9,2,7,1.6667,12.5,3.5355,2.1213,0.1111,4.5,77.78,Intermittent
561300652293,FCPU(H001M112R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 or lat....,9,2,7,1.6667,12.5,3.5355,2.1213,0.1111,4.5,77.78,Intermittent
561300652300,MCE (Part no. H001M207R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver....,9,1,8,0.7778,5.4444,2.3333,3.0,0.0,9.0,88.89,Intermittent
561300652311,FPD 25 KHZ (Part no. H001M102R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2....,9,2,7,1.6667,12.5,3.5355,2.1213,0.1111,4.5,77.78,Intermittent
561300672279,Event Logger For SSDAC (G.G.Tronics Make),43,1,42,0.0233,0.0233,0.1525,6.5574,0.0,43.0,97.67,Intermittent
561300850030,Spring Tension Adjustero for DLBI (Double Line Block Instrument),46,1,45,0.0217,0.0217,0.1474,6.7823,0.0,46.0,97.83,Intermittent
561300961344,Supply of Tx 21/25 KHZ coil assembly for GG tronic make HASSDAC as per RDSO specification No. RDSO/S....,52,14,38,0.9231,3.9548,1.9887,2.1544,0.4948,3.7143,73.08,Lumpy
561301300025,Contact Spring Asembly for ELB GATE,50,4,46,2.0,62.8163,7.9257,3.9628,0.3112,12.5,92.0,Intermittent
561302180039,ALUMINIUM SPACER RING FOR CLS (8MM),40,0,40,0.0,0.0,0.0,,,,100.0,Dead
561302440049,OTTO 25 TERMINAL,37,2,35,0.3784,3.0751,1.7536,4.6345,0.1837,18.5,94.59,Intermittent
561303240020,WAGO FUSE TERMINAL,37,3,34,1.1081,20.988,4.5813,4.1343,0.4295,12.3333,91.89,Intermittent
561548500026,BATTERY SECONDARY CELLS 300AH/2V UNCHARGED,53,5,48,6.0566,449.1698,21.1936,3.4993,0.2277,10.6,90.57,Intermittent
56160010,Battery Charger 230V/24V 30 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest,50,3,47,0.14,0.3269,0.5718,4.0842,0.0408,16.6667,94.0,Intermittent
56160100,Battery Charger 230V  AC /24V DC 40 amps. to RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest.,54,8,46,1.0741,12.0699,3.4742,3.2346,0.6694,6.75,85.19,Lumpy
561620290801,Battery charger 230V AC/110 V DC/40 AMPS as per RDSO specification IRS:S-93/96 (B) with Amd 1 orlate....,53,5,48,0.3208,1.8374,1.3555,4.226,0.7474,10.6,90.57,Lumpy
561620291568,TRACK FEED RESISTANCE 0-30 OHMS,46,35,11,84.4348,46710.2068,216.1254,2.5597,4.6377,1.3143,23.91,Erratic
56163034,"VOLTAGE  STABILIZERS 3 KVA / 230 V SINGLE PHASE, SHELF MOUNTING, STATIC, FERRO RESONANT TYPE, STABIL....",54,9,45,0.2963,0.5521,0.743,2.5077,0.1953,6.0,83.33,Intermittent
561800840049,Junction Type Route Indicator - 2 Way,38,6,32,0.2368,0.3478,0.5897,2.49,0.1111,6.3333,84.21,Intermittent
561800850031,Junction Type Route Indicator - 4 Way,36,2,34,0.0556,0.054,0.2323,4.1816,0.0,18.0,94.44,Intermittent
561800850043,Junction Type Route Indicator - 3 Way,26,6,20,0.2308,0.1846,0.4297,1.8619,0.0,4.3333,76.92,Intermittent
561800880035,Junction Type Route Indicator - 5 Way,8,0,8,0.0,0.0,0.0,,,,100.0,Dead
562200010107,"Supply of Ground type shunt signal - complete with surface base, signal pole, hood etc., with necess....",52,17,35,1.0,9.4902,3.0806,3.0806,2.3698,3.0588,67.31,Lumpy
562200010272,"Ground type shunt signal complete with surface base, signal pole, hood etc",32,13,19,0.9375,1.996,1.4128,1.507,0.3,2.4615,59.38,Intermittent
562205030091,MODIFIED POSITION LIGHT SHUNT SIGNAL UNIT,41,4,37,0.1951,0.511,0.7148,3.6635,0.375,10.25,90.24,Intermittent
56220509,ELECTRONIC FAIL SAFE TIMER 120 SECONDS,53,11,42,6.9057,537.2794,23.1793,3.3566,1.5018,4.8182,79.25,Lumpy
563000011681,Ground connection for 220mm stroke point machine,54,41,13,11.3519,116.8739,10.8108,0.9523,0.4351,1.3171,24.07,Smooth
563000011784,GROUND CONNECTION (CLAMP/POINT LOCK) FOR PM 220MM STROKE (MODIFIED),54,2,52,0.037,0.0363,0.1906,5.1469,0.0,27.0,96.3,Intermittent
563000011899,FIRE ALARM ASPIRATING (AIR SAMPLING )TYPE SMOKE DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,54,12,42,0.9074,8.5762,2.9285,3.2273,1.494,4.5,77.78,Lumpy
563000014256,IRS Point Machine 220mm Stroke (400V AC Immunity) PTJ Make,16,7,9,3.1875,31.4958,5.6121,1.7607,0.709,2.2857,56.25,Lumpy
563000014475,IRS Electrical point machine 143mm IP 65 400V ACI,13,4,9,2.1538,33.4744,5.7857,2.6862,1.3571,3.25,69.23,Lumpy
563000041030,"POINT TEST GAUGE A"" TYPE",49,1,48,0.102,0.5102,0.7143,7.0,0.0,49.0,97.96,Intermittent
563000041041,"POINT TEST GAUGE B"" TYPE",49,1,48,0.102,0.5102,0.7143,7.0,0.0,49.0,97.96,Intermittent
563000200301,IRS Point machine 143mm stroke 160V ACI IP 67 with MS sheet iron CT box,19,6,13,2.1053,14.2105,3.7697,1.7906,0.275,3.1667,68.42,Intermittent
563000220026,"DC Motor 110V,0.59HP, 1700RPM (Point Machine)",19,4,15,1.4211,13.2573,3.6411,2.5622,0.5199,4.75,78.95,Lumpy
563003040047,Point machine 220mm-160V ACI,20,4,16,2.6,38.6737,6.2188,2.3919,0.287,5.0,80.0,Intermittent
563003040059,Point machine 220mm-IP67- 160V ACI,16,4,12,2.25,27.2667,5.2217,2.3208,0.5123,4.0,75.0,Lumpy
56301571,ROTARY TYPE  ELECTRICAL POINT MACHINE IRS 143MM STROKE,54,27,27,6.0741,127.2397,11.2801,1.8571,1.1924,2.0,50.0,Lumpy
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,54,22,32,5.1296,95.247,9.7595,1.9026,0.8548,2.4545,59.26,Lumpy
563045770362,GROUND CONNECTION FOR EPM 220MM GKC MAKE.,54,15,39,1.7593,26.5259,5.1503,2.9276,1.6144,3.6,72.22,Lumpy
563045770386,ELECTRICAL POINT MACHINE ROTARY 220MM STROKE GKP MAKE.,54,9,45,1.3148,22.9368,4.7892,3.6425,1.337,6.0,83.33,Lumpy
563045770398,CLAMP POINT LOCK 60KG SETS 220MM STROKE GKP MAKE.,54,11,43,1.537,24.8948,4.9895,3.2462,1.3105,4.9091,79.63,Lumpy
563045831351,GALVANIZED GROUND CONNECTION OF 220MM STROKE IRS POINT MACHINE PTJ MAKE,33,4,29,1.6061,32.2462,5.6786,3.5357,0.5906,8.25,87.88,Lumpy
563045831600,IRS Point Machine 220 mm Stroke (IP 67 WITH 400 Volt AC Immunity),25,14,11,8.8,100.4167,10.0208,1.1387,0.2571,1.7857,44.0,Intermittent
563045831673,IRS Point Machine 143 mm Stroke 400V AC Immunity,23,8,15,3.0435,44.3162,6.657,2.1873,0.9396,2.875,65.22,Lumpy
563045831843,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly,18,12,6,9.2778,79.1536,8.8968,0.9589,0.2457,1.5,33.33,Intermittent
563045832045,IRS Point Machine 200mm stroke (400 Volte immunity),17,0,17,0.0,0.0,0.0,,,,100.0,Dead
563045832940,IRS Electrical point machine 220mm  Stroke IP 65 with IP 67- 400V ACI Motor,7,3,4,5.5714,130.619,11.4289,2.0513,0.9744,2.3333,57.14,Lumpy
563045833177,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly 1 in 8.5,5,2,3,1.0,3.0,1.7321,1.7321,0.36,2.5,60.0,Intermittent
563045841289,Gauge Tie Plate Insulation Complete Set,54,46,8,124.5926,47718.1705,218.4449,1.7533,2.4219,1.1739,14.81,Erratic
563045881664,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,51,35,16,15.0196,668.6196,25.8577,1.7216,1.6804,1.4571,31.37,Lumpy
563046150136,Ground Connection TWS Insulation Set as per IRS S40/84 for 220mm IRS Type Point Machine,40,26,14,13.625,495.8301,22.2672,1.6343,1.3427,1.5385,35.0,Lumpy
563046150185,Insulation Set for Ground Connection as per IRS S40/84 for 143mm IRS Type Point Machine,28,14,14,10.2143,312.2487,17.6706,1.73,0.943,2.0,50.0,Lumpy
563046660023,TELESCOPIC PIPE 220MM STROKE GKP MAKE,54,8,46,1.2407,22.8277,4.7778,3.8508,1.3043,6.75,85.19,Lumpy
563047180021,IRS POINT MACHINE 220MM STROKE,54,36,18,7.7037,68.5521,8.2796,1.0748,0.4225,1.5,33.33,Intermittent
563047180100,Galvanized Cover/Slide Cover for Electrical Point Machine,37,2,35,0.0541,0.0526,0.2292,4.241,0.0,18.5,94.59,Intermittent
564200100052,Galvenised CLS Ladder with Platform 4.6Mtrs,52,17,35,3.5769,76.8371,8.7657,2.4506,1.2525,3.0588,67.31,Lumpy
564200100064,Galvenised CLS Ladder with Platform 3.6Mtrs,52,20,32,2.8269,70.9302,8.422,2.9792,2.7327,2.6,61.54,Lumpy
564400020027,ROUTE INDICATOR STANCIL/JUNCTION TYPE,53,6,47,0.3962,3.4746,1.864,4.7045,1.5714,8.8333,88.68,Lumpy
56450217,RELAYS -SPECIAL  TYPE- METAL TO  CARBON -QSPAI- CONFIRMATION SPECN. BRS.933A.,54,40,14,17.7593,346.0353,18.602,1.0475,0.5384,1.35,25.93,Lumpy
56450229,"RELAY AC IMMUNE PLUG IN TYPE STYLE QTA2/UTA2 CONFORMING TO BRS - 939A,BRS.966 (APPENDIX F-21) & IRS.....",54,46,8,36.3148,1188.1066,34.4689,0.9492,0.6051,1.1739,14.81,Erratic
56451027,RELAY AC IMMUNE PLUG IN TYPE STYLE QBCA1  CONFORMING TO BRS - 943 IRS.S.34 & IRS.S.23 OR LATEST,54,52,2,19.8148,621.1726,24.9233,1.2578,1.4582,1.0385,3.7,Erratic
56452032,RELAY QN1 12F/4B PLUG IN TYPE,24,4,20,4.1667,134.5797,11.6008,2.7842,0.4048,6.0,83.33,Intermittent
564601280028,Processor card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt-3),26,5,21,0.2692,0.3646,0.6038,2.2428,0.1224,5.2,80.77,Intermittent
564601280030,Communication Card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt-3),26,0,26,0.0,0.0,0.0,,,,100.0,Dead
564601280041,Analog Card without controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/200....,26,1,25,0.0769,0.1538,0.3922,5.099,0.0,26.0,96.15,Intermittent
564601280053,Analog scanner Card with controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-9....,26,1,25,0.1538,0.6154,0.7845,5.099,0.0,26.0,96.15,Intermittent
564601280065,Analog scanner Card with controller suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amd....,25,2,23,0.12,0.1933,0.4397,3.6641,0.1111,12.5,92.0,Intermittent
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. RDSO/SPN/15....,54,48,6,22.2593,828.4598,28.783,1.2931,1.3476,1.125,11.11,Erratic
56468027,ROUTE LED SIGNAL LIGHTING UNIT 100V AC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC ....,54,48,6,32.3519,2450.3456,49.501,1.5301,1.9314,1.125,11.11,Erratic
564680270025,A MARKER LED,48,28,20,5.4583,100.2535,10.0127,1.8344,1.5053,1.7143,41.67,Lumpy
56468039,"RED ASPECT MAIN LED SIGNAL, 110V AC RETROFITTABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC LED....",54,47,7,38.5741,5528.2114,74.3519,1.9275,3.0442,1.1489,12.96,Erratic
56468040,"GREENaspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC LE....",54,46,8,32.6667,3942.566,62.7899,1.9221,2.9408,1.1739,14.81,Erratic
56468052,"YELLOW aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC ....",54,48,6,56.7407,14498.7617,120.4108,2.1221,3.8178,1.125,11.11,Erratic
56468064,- CALLING ON LED SIGNAL LIGHTING UNIT 100VAC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WI....,53,36,17,10.3774,394.8933,19.8719,1.9149,2.123,1.4722,32.08,Lumpy
564680670957,Colour Light Signal Unit 2 Aspect,54,20,34,1.5741,30.9284,5.5613,3.5331,3.908,2.7,62.96,Lumpy
