PL_Code,Description,Business_Unit,Criticality,Criticality_Name,ABC_Class,Forecast_Method,Forecastability_Class,Forecast_2026_27,Current_Stock,Strategic_Stock,Operational_Stock,Lead_Time_Months,Pending_Supply,Unit_Cost,Inventory_Value,Supplier_Info,Procurement_History
0150N90,"Supply of Stretcher Bar Insulation consisting of one insulation plate , two bushes & four washers of....",MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
0150N901,STEEL WIRE MS ORDINARY GALVENISED 4.0MMX8SWG TO IS 280 (SOFT) WITH COATING AS PER 4826/1979.SUITABLE....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
332104850037,Capillary Sampling Connector,MAS,,,,No Forecast,,,,,,,,,,,
400600041170,2.5 sqmm 3 Core Power cable Copper,MAS,,,,SBA,Very Low,1710.0,,,,,,,,Yes,Yes
401107494209,2C x 70 Sqmm XLPE Insulated PVC Sheathed Aluminium Cable,MAS,,,,SBA,Very Low,51516.6,,,,,,,,Yes,Yes
402500150037,PVC Copper Cable 25 Sqmm Used for the DDTC 24 ALSTOM Make AFTC @ ABC Connection.,MAS,,,,TSB,Very Low,246.8342,,,,,,,,Yes,Yes
405000010983,GI WIRE 8 SWG (4mm dia),MAS,,,,TSB,Low,2470.7986,,,,,,,,Yes,Yes
409002561998,Cable PVC Wire Coil 3/20 Copper,MAS,,,,Croston,Medium,51.8672,,,,,,,,Yes,Yes
40981381,WIRE PVC COPPER 16/.2MM GREY,MAS,S3,Essential,C,SBA,Very Low,22.1079,0.0,,,,,0.0,,Yes,Yes
421100070120,150W LED Luminaire For Flood Light,MAS,,,,TSB,Very Low,10.8822,,,,,,,,Yes,Yes
423500060515,Laptop Intel core i7 15.6 Inch Display,MAS,,,,SBA,Very Low,1.6286,,,,,,,,Yes,Yes
429079389199,"BRANDWAY 4 POLE GAZEBO TENT WITH POLE HEIGHT, 7 FEET",MAS,,,,TSB,Very Low,3.7036,,,,,,,,Yes,Yes
430200021416,Digital Multimeter make Rishi 18S,MAS,,,,SBA,Very Low,10.679,,,,,,,,Yes,Yes
430200021910,Digital Multimeter make Rishabh Model 14S,MAS,,,,SBA,Very Low,12.4364,,,,,,,,Yes,Yes
430200028538,True RMS Multimeter,MAS,,,,TSB,Low,57.977,,,,,,,,Yes,Yes
430600150050,Battery Analyzer,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
430800141263,FLUKE Single-point laser Class II Handheld Digital Infrared Thermometer,MAS,,,,SBA,Very Low,25.0582,,,,,,,,Yes,Yes
431002240078,Ultrasonic thickness Gauge with LCD Digital display along with all accessories,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
431500022334,Split AC 2 Ton Capacity with Indoor and Outdoor unit.,MAS,,,,TSB,Very Low,13.808,,,,,,,,Yes,Yes
432900164003,"Laptop i5 Processor, 14 inch Display with Battery and Adapter",MAS,,,,SBA,Very Low,4.2222,,,,,,,,Yes,Yes
45174416,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FROM 1.100 TO....,MAS,,,,SES/Holt,Medium,102.9098,,,,,,,,Yes,Yes
460151414110,Copper Lugs (Double Hole),MAS,,,,SBA,Very Low,13.119,,,,,,,,,
461500560400,GI Flat of Size 550X25X3mm to connect all cable armours to earth,MAS,,,,SBA,Very Low,228.0,,,,,,,,Yes,Yes
462100771569,Copper tape of Size 25mm x 3mm,MAS,,,,TSB,Very Low,797.413,,,,,,,,Yes,Yes
464214132778,Splice Plate,MAS,,,,SBA,Very Low,34.2,,,,,,,,,
469033852322,Enameled Number Plates,MAS,,,,SBA,Very Low,250.8,,,,,,,,Yes,Yes
469041991352,GI Flat of Size 1050X25X3mm to connect all cable armours to earth,MAS,,,,SBA,Very Low,456.0,,,,,,,,Yes,Yes
469062580055,RELEASED CATENARY WIRE 65 sqmm,MAS,,,,SBA,Very Low,757.8258,,,,,,,,Yes,Yes
469863050743,RODOMETER,MAS,,,,TSB,Low,17.3745,,,,,,,,Yes,Yes
470200493776,V Belt for LC GATE Motor,MAS,,,,SBA,Very Low,43.89,,,,,,,,,
470501710375,UPS 1 KVA,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
47200250,TRANSFORMERS 230/110V 1 KVA TO RDSO SPECIFICATION NO.RDSO/SPECN.262/1981 AND TO DRG NO 262/85 CONFOR....,MAS,,,,SBA,Very Low,15.32,,,,,,,,Yes,Yes
500500680030,HALF SPLIT DWC PIPE,MAS,,,,SBA,Very Low,3954.5943,,,,,,,,Yes,Yes
501000243442,CT BOX (FRP TYPE),MAS,,,,SBA,Very Low,35.5043,,,,,,,,Yes,Yes
501000263740,GI Pipe 50mm Dia 3.65mm Thick,MAS,,,,TSB,Very Low,344.1746,,,,,,,,Yes,Yes
501000423936,CAT 6 Cable consisting of each drum/box of 305 Meters,MAS,,,,SBA,Very Low,34.2,,,,,,,,Yes,Yes
501300041401,"OFC patch cord 7 mtrs length (SC-LC,single mode, duplex)",MAS,,,,SBA,Very Low,114.0,,,,,,,,Yes,Yes
501400350020,Scanner EPSON V39,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
50232319,MAGNETIC TELEPHONE WITH ELECTRO DYNAMIC TRANDUCERS CONFIRMING TO RDSO SPECN.NO.IRS-TC-36/97.(Amendme....,MAS,,,,SBA,Low,59.8518,0.0,,0.0,,,5097.69,0.0,Yes,Yes
502355361120,"Fire Alarm Power supply for Aspiration (AIR Sampling) Type smoke detector Power supply  (24V DC, 5A)....",MAS,,,,TSB,Very Low,24.3357,,,,,,,,Yes,Yes
502355561004,Digital Handheld Water Quality Meter / Analyzer Measuring TDS Meter,MAS,,,,TSB,Very Low,11.6418,,,,,,,,Yes,Yes
502355770020,Supply and installation of Signal post telephone with facility of paging and talk-back including voi....,MAS,,,,TSB,Low,76.453,,,,,,,,Yes,Yes
502356050030,CABLE TERMINATION BOX (C.I),MAS,,,,No Forecast,,,,,,,,,,,
503523410740,DIGITAL VOICE ANNOUNCIATION UNIT FOR LC GATE,MAS,,,,TSB,Very Low,16.7082,,,,,,,,Yes,Yes
503523410891,Friction Clutch Assembly for EOLB LC GATE PTJ MAKE,MAS,,,,TSB,Very Low,7.3647,,,,,,,,Yes,Yes
50540324,LOW MAINTENANCE LEAD ACID  STATIONARY SECONDARY CELLS  2V/80AH CAPACITY AT  10 HRS RATE OF DISCHARGE....,MAS,S2,Vital,A,Croston,Medium,2466.12,4304.0,655.0,,,336.0,3449.6,,Yes,Yes
50541523,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V /120 AH   TO SPECIFICATION.IRS:S-88/2004 or ....,MAS,S2,Vital,B2,TSB,Very Low,212.2548,354.0,228.0,,,321.0,4497.92,,Yes,Yes
50550081,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V/ 200AH CAPACITY  AT 10 HRS. RATE OF DISCHARG....,MAS,S2,Vital,A,TSB,Medium,976.5185,1532.0,945.0,,,221.0,6368.0,,Yes,Yes
508500010799,"PVC warning tape colour orange, width 250 mm (10) by printing with black letters (Southern Railway S....",MAS,,,,SBA,Very Low,5.6274,,,,,,,,Yes,Yes
508500690051,CABLE/PIPE FAULT AND MARKER LOCATOR,MAS,,,,SBA,Very Low,10.3636,,,,,,,,Yes,Yes
508501090018,LAN Tester,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
508502470029,CABLE / PIPE ROUTE LOCATOR,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
508503310060,Metravi Hand Held Digital Multimeter,MAS,,,,SBA,Very Low,34.2,,,,,,,,Yes,Yes
508503570895,Earth Leakage Detector (12  channel) as per RDSO specification no. RDSO/SPN/256/2002 or latest,MAS,,,,SBA,Very Low,3.0138,,,,,,,,Yes,Yes
509000396559,48 Fibre OFC (Armoured) as per RDSO Spec no. RDSO/SPN/TC/110/2020 (Inspection by RDSO),MAS,,,,TSB,Low,60026.5174,,,,,,,,Yes,Yes
509000405457,Joint closure conforming to TEC Spec. and splicing of Optic Fibre Cable 48 Fibres,MAS,,,,SBA,Very Low,25.2749,,,,,,,,Yes,Yes
509004730016,SHARP MULTIFUNCTION XEROX MACHINE MFM,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
509051280160,Intelligence Addressable Aspiration Type Smoke Detector,MAS,,,,SBA,Very Low,11.4,,,,,,,,,
520504660025,SMALL SIZED VALVE REGULATED LEAD ACID (VRLA) BATTERY (SMF) 12V-84AH CAPACITY CONFIRMING TO JISC: 870....,MAS,,,,TSB,Very Low,4.1318,,,,,,,,Yes,Yes
521100810024,E1 Converter (V.21 to E1-Converter) with necessary connected equipment,MAS,,,,SBA,Very Low,28.5748,,,,,,,,,
521102480039,232 - 485 Converter,MAS,,,,SBA,Very Low,364.8,,,,,,,,Yes,Yes
521102480040,USB TO 485 converter,MAS,,,,SBA,Very Low,364.8,,,,,,,,Yes,Yes
521104340026,External Modems for Auto hut Datalogger for networking of RTU as per RDSO specification no. IRS-S-99....,MAS,,,,TSB,Very Low,16.938,,,,,,,,Yes,Yes
521501630045,MULTIFUNCTION XEROX MACHINE MFM,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
522002010024,FUSE ND 20 Amps,MAS,,,,TSB,Very Low,85.2935,,,,,,,,,
522002180021,TRANSFORMER 400/110V/1KVA as per RDSO Spec IRS.S.72/88 Ammendemnet 1 or latest,MAS,,,,SBA,Very Low,11.4,,,,,,,,,
522002180033,TRANSFORMER 400/110V/500VA,MAS,,,,SBA,Very Low,15.2,,,,,,,,,
522004290085,FCOM(Part No. H001M115RI) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ve....,MAS,,,,SBA,Very Low,45.125,,,,,,,,Yes,Yes
522004290103,MDP(Part No.H001M205R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3....,MAS,,,,SBA,Very Low,27.2894,,,,,,,,Yes,Yes
522004290115,MCPU(Part no. H001M209R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ve....,MAS,,,,SBA,Very Low,28.5,,,,,,,,Yes,Yes
522004290127,MSC(Part no.H001M221RI) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver ....,MAS,,,,SBA,Very Low,26.448,,,,,,,,Yes,Yes
522004290139,MDC(Part no.H001M225) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 o....,MAS,,,,SBA,Very Low,39.9,,,,,,,,Yes,Yes
522005520025,Complete Communication Material including network switches among other items compatible with existin....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
525500230316,SOLAR PANEL 12V/50W,MAS,,,,No Forecast,,,,,,,,,,,
528100010050,Condenser 1000 MFD 50V,MAS,,,,TSB,Very Low,101.1423,,,,,,,,Yes,Yes
528100010103,"MPP Film AC Capacitor of 48 Micro farad, 600VAC, 50Hz, +/- 5% Tolerance",MAS,,,,SBA,Very Low,82.1111,,,,,,,,Yes,Yes
528100030023,"MPP Film AC Capacitor of 36 Micro farad, 600VAC, 50Hz, +/- 5% Tolerance",MAS,,,,TSB,Very Low,10.5171,,,,,,,,Yes,Yes
539800218676,"Sealed maintenance free VRLA battery set of 60 cells, 2V/300 Ah capacity each  (Stackable) in combin....",MAS,,,,SBA,Low,15.0016,,,,,,,,Yes,Yes
539800218688,"Sealed maintenance free VRLA battery set of 60 cells, 2V/200 Ah capacity each (Stackable) in combina....",MAS,,,,SBA,Low,34.27,,,,,,,,Yes,Yes
539800218690,"Sealed maintenance free VRLA battery set of 60 cells, 2V/120 Ah capacity each  (Stackable) in combin....",MAS,,,,SBA,Very Low,12.5967,,,,,,,,Yes,Yes
539800456678,Back Plane Module for Siemens make MSDAC as per RDSO specn. no. RDSO/SPN/176/2013 VER.3 or latest,MAS,,,,SBA,Very Low,68.4,,,,,,,,Yes,Yes
539800456903,FRAUSCHER make MSDAC Back Plane BP EXB 101-2-16TE-GS01-19957,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539800639499,LED Torch Light (Flashing Unit),MAS,,,,SBA,Very Low,5.559,,,,,,,,Yes,Yes
539800699782,METAL 10MM CRIMPING TOOL,MAS,,,,SBA,Very Low,39.4589,,,,,,,,Yes,Yes
539801491121,Long reach socket 13mm,MAS,,,,TSB,Very Low,1.6988,,,,,,,,Yes,Yes
539801491133,Long reach socket 10mm,MAS,,,,SBA,Very Low,20.2831,,,,,,,,Yes,Yes
539801491145,Long reach socket 11mm,MAS,,,,SBA,Very Low,22.8,,,,,,,,,Yes
539801491157,Long reach socket 12mm,MAS,,,,SBA,Very Low,22.8,,,,,,,,,Yes
539801491169,Stanley 1/4 inch Drive Metric Socket Set (37- Pieces) Model-STMT82672-0-12,MAS,,,,SBA,Very Low,11.4,,,,,,,,,Yes
539801568695,Power Supply Module for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,MAS,,,,SBA,Very Low,4.7172,,,,,,,,Yes,Yes
539801568713,SIRIUS Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013,MAS,,,,SBA,Very Low,10.9657,,,,,,,,Yes,Yes
539801568725,BLEA Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,MAS,,,,SBA,Very Low,8.5113,,,,,,,,Yes,Yes
539802239713,25 mm Conduit PVC Pipe as per RDSO /SPN/217/2018 ver - 2 -D1 With accessories,MAS,,,,TSB,Very Low,651.6892,,,,,,,,Yes,Yes
539802616569,19 inch 12U Rack,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
539802616703,19 inch 24U Rack,MAS,,,,SBA,Very Low,11.4,,,,,,,,,Yes
539802804118,HDPE PIPE 110MM DIA 5.5 MM THICK,MAS,,,,TSB,Low,3515.1353,,,,,,,,Yes,Yes
539802804167,HDPE PIPE O.D 40MM I.D 33MM,MAS,,,,TSB,Very Low,13921.7785,,,,,,,,Yes,Yes
539802831377,STEU Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,MAS,,,,SBA,Very Low,11.628,,,,,,,,Yes,Yes
539802851959,APPARUATUS CASE QUARTER SIZE,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539802852010,Apparatus Case Full GRS (Make 2MM stainless Steel),MAS,,,,SBA,Very Low,33.06,,,,,,,,Yes,Yes
539802862386,HYLUM SHEET 6MM THICKNESS (8ft X 4ft),MAS,,,,TSB,Very Low,3.6936,,,,,,,,Yes,Yes
539802900879,Fuse Auto changeover system (FACS Main System) as per RDSO/SPN/209/2012 Ver 1.0 or latest type capab....,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
539804082797,COVER MS FOR C.T.BOX,MAS,,,,No Forecast,,,,,,,,,,,
539804752183,OFC cable 24 fibre armoured as per RDSO specification no. IRS:TC:55/2006 Rev 1 with amendment no.3 ....,MAS,,,,TSB,Very Low,18644.4937,,,,,,,,Yes,Yes
539805021573,"24 port Giga Bit layer 2switch, 24 x 10/100/1000 BASE-T PoE ports ? 4 x 1G (minimum) SFP+ ports with....",MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
539805046442,CRANK HANDLE GKP MAKE,MAS,,,,TSB,Very Low,0.8955,,,,,,,,Yes,Yes
539805046570,CRANK HANDLE FOR IRS POINT MACHINE,MAS,,,,TSB,Low,241.2479,,,,,,,,Yes,Yes
539805350052,ELECTRONIC TIMER RELAY 30 SECONDS,MAS,,,,TSB,Very Low,32.2283,,,,,,,,Yes,Yes
539805423687,DATA CABLE FOR TPWS,MAS,,,,TSB,Very Low,908.2799,,,,,,,,Yes,Yes
539805423699,DATA TAIL CABLE FOR TPWS,MAS,,,,SBA,Very Low,126.292,,,,,,,,Yes,Yes
539805423857,ACCESSORIES FOR LEU MODULE (PFSK & PIND CABLE) FOR TPWS,MAS,,,,SBA,Very Low,45.6,,,,,,,,Yes,Yes
539805423912,I/O Cables for TPWS,MAS,,,,SBA,Very Low,4.56,,,,,,,,Yes,Yes
539805423924,EMI Filters for TPWS,MAS,,,,SBA,Very Low,6.84,,,,,,,,Yes,Yes
539805714955,LED based stencil type route indicator (2Way) white LED (With Housing) as per the following specific....,MAS,,,,SBA,Very Low,159.6,,,,,,,,Yes,Yes
539805721194,Junction Type Route Indicator Unit 2 Way (FRP),MAS,,,,SBA,Very Low,57.0,,,,,,,,Yes,Yes
539805734220,Junction Type Route Indicator - 1 way,MAS,,,,SBA,Low,10.7528,,,,,,,,Yes,Yes
539805736252,Junction Type Route Indicator Unit 3 Way (FRP),MAS,,,,SBA,Very Low,57.0,,,,,,,,Yes,Yes
539805736331,Junction Type Route Indicator Unit 1 Way (FRP),MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539805771483,FRP Shunt Signal unit,MAS,,,,SBA,Low,11.4,,,,,,,,Yes,Yes
539805825807,KRONE TOOL,MAS,,,,SBA,Very Low,5.7,,,,,,,,,
539805880508,(1) 3 POINT SAFETY NUT-22 Nos (2) SOCKET FOR 3 POINT SAFETY NUT-1 No (3) M20 X 100MM Sq.Hd BOLT-4 No....,MAS,,,,SBA,Very Low,114.0,,,,,,,,Yes,Yes
539805880545,Fastener Cover for Switch Extension Bracket LH & RH with M20 X 100 Blot with Castle Nut,MAS,,,,SBA,Very Low,1224.36,,,,,,,,Yes,Yes
539806099363,Non-Metallic (FRP) Colour light signal housings for Railway signalling suitable for Two Aspect Compl....,MAS,,,,TSB,Very Low,3.9408,,,,,,,,Yes,Yes
539806099570,LED SIGNAL CURRENT REGULATOR,MAS,,,,SBA,Very Low,4.3846,,,,,,,,,
539809127060,CONTACT ASSEMBLY,MAS,,,,SBA,Very Low,798.0,,,,,,,,Yes,Yes
539809943549,Battery cable 16 Sq.mm Red Cable: 10Mtrs Length Cable with Lugs on both sides and 16 Sq.mm Black Cab....,MAS,,,,SBA,Very Low,81.3545,,,,,,,,Yes,Yes
539809943550,Battery cable 25 Sq.mm Red Cable: 10Mtrs Length Cable with Lugs on both sides and 25 Sq.mm Black Cab....,MAS,,,,SBA,Very Low,171.0,,,,,,,,Yes,Yes
539810160026,Fit & Forget Lead wire 5 Mtrs 4 mm dia,MAS,,,,TSB,Very Low,251.0511,,,,,,,,Yes,Yes
539810160051,Fit & Forget Lead wire 6 Mtrs 4 mm dia,MAS,,,,TSB,Very Low,260.1191,,,,,,,,Yes,Yes
539810200024,FIT & FORGET LEAD WIRE 4 MTRS 4 MM DIA,MAS,,,,TSB,Very Low,530.04,,,,,,,,Yes,Yes
539810200036,FIT & FORGET LEAD WIRE 3 MTR 4 MM DIA,MAS,,,,TSB,Low,1147.456,,,,,,,,Yes,Yes
539810200048,FIT & FORGET LEAD WIRE 1.5 MTR 4 MM DIA,MAS,,,,TSB,Very Low,1219.8589,,,,,,,,Yes,Yes
539810200050,FIT & FORGET BOND WIRE 2 MTRS 4MM DIA,MAS,,,,TSB,Low,767.0145,,,,,,,,Yes,Yes
539810200190,FIT & FORGET BOND WIRE 3 MTRS 4MM DIA,MAS,,,,TSB,Low,259.4501,,,,,,,,Yes,Yes
539810221015,Jacketed wire Rope 3.6 Mtrs 6mm dia,MAS,,,,TSB,Very Low,50.4271,,,,,,,,Yes,Yes
539810410675,"Diagnostic Tool Kit - 1Leakage clamp meter of reputed make,1 Multimeter of reputed make,1 Android ta....",MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539810611024,LAMP 12V/24W/24W,MAS,,,,SBA,Low,24.7826,,,,,,,,,
539810830056,Trunking and Capping as per Drg no. Proj/SG/MS/55A/2006,MAS,,,,TSB,Very Low,2040.3156,,,,,,,,Yes,Yes
539811049986,2 KVA AVR suitable for M/S Amararaja Make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3....,MAS,,,,SBA,Very Low,5.226,,,,,,,,Yes,Yes
539811050022,SMPS based Integrated Power Supply(IPS) system for LC gate/Auto Hut as per RDSO Specification RDSO/S....,MAS,,,,SBA,Very Low,9.5735,,,,,,,,Yes,Yes
539811050046,SMPS Based IPS System up to 6 Lines in RE area with 200 AH VRLA Batteries with all accessories,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
539811130029,FUSE ND 2 Amps,MAS,,,,TSB,Low,1547.7595,,,,,,,,Yes,Yes
539811150030,FUSE ND 1 AMPS,MAS,,,,TSB,Very Low,271.4155,,,,,,,,Yes,Yes
539811180021,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE A""FREQUENCY RDSO SPECN....",MAS,,,,SBA,Very Low,9.4219,,,,,,,,Yes,Yes
539811180045,AFTC ABB LMU,MAS,,,,SBA,Very Low,2.4429,,,,,,,,,
539811180057,AFTC ABB TX SIDE (LMU),MAS,,,,SBA,Very Low,10.9485,,,,,,,,,
539811180069,AFTC ABB TU SIDE (LMU),MAS,,,,SBA,Very Low,27.2488,,,,,,,,,
539811180070,"ABB AFTC Track Coupling Unit E"" Frequency",MAS,,,,SBA,Very Low,1.9,,,,,,,,,
539811180082,"ABB AFTC Track Coupling Unit F"" Frequency",MAS,,,,SBA,Very Low,1.9,,,,,,,,,
539811180094,"ABB AFTC Track Coupling Unit G"" Frequency",MAS,,,,SBA,Very Low,1.9,,,,,,,,,
539811180100,"ABB AFTC Track Coupling Unit H"" Frequency",MAS,,,,SBA,Very Low,1.9,,,,,,,,,
539811190026,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE B""FREQUENCY RDSO SPECN....",MAS,,,,SBA,Very Low,29.0182,,,,,,,,Yes,Yes
539811200020,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE C""FREQUENCY, RDSO SPEC....",MAS,,,,SBA,Very Low,9.6421,,,,,,,,Yes,Yes
539811210025,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE D""FREQUENCY, RDSO SPEC....",MAS,,,,SBA,Very Low,9.3791,,,,,,,,Yes,Yes
539811230103,RJI End Post Nylon 52Kgs,MAS,,,,No Forecast,,,,,,,,,,,
539811230115,RJI End Post Nylon 90R,MAS,,,,No Forecast,,,,,,,,,,,
539811281019,"AFTC Lead wire for the use from TU/TCU/ETU to rail connectivity, consist to long lead wire made of 5....",MAS,,,,TSB,Very Low,318.0263,,,,,,,,Yes,Yes
539811550250,FRP Type Main Signal Unit 3 Aspect,MAS,,,,SBA,Very Low,43.0521,,,,,,,,Yes,Yes
539811600022,Siemens Shorting Bond 2.5 Mtrs Long,MAS,,,,SBA,Very Low,114.0,,,,,,,,,
539811710022,DTC-24 ALSTOM AFTC MODEM LF CARD,MAS,,,,TSB,Very Low,0.9777,,,,,,,,Yes,Yes
539812073467,UTP CAT 6 cable 23 AWG as per EIA/TIA-568-C.2 standard,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539812250020,Siemens Shorting Bond 4.5 Mtrs Long,MAS,,,,SBA,Very Low,114.0,,,,,,,,,
539812290028,USB to OPTO CONVERTOR (24V) DATA LOGGER,MAS,,,,SBA,Very Low,22.8,,,,,,,,,
539812480024,DTC-921 ALSTOM AFTC MODEM HF CARD,MAS,,,,SBA,Very Low,77.3571,,,,,,,,Yes,Yes
539812480036,"TX-RX Module for Digicode DTC 24 AFTC Module, Frequency F1 Alstom Make.",MAS,,,,SBA,Very Low,5.7795,,,,,,,,Yes,Yes
539812480048,"TX-RX Module for Digicode DTC 24 AFTC Module, Frequency F6 Alstom Make.",MAS,,,,SBA,Very Low,17.5385,,,,,,,,Yes,Yes
539812601022,Mainteners Head Lamp (LED),MAS,,,,TSB,Low,176.0613,,,,,,,,Yes,Yes
539812641044,ANNOUNCIATOR 12 WAY,MAS,,,,SBA,Very Low,3.0735,,,,,,,,Yes,Yes
539812690020,INSULATION FOR D BRACKET (Sets) NYLON,MAS,,,,TSB,Low,171.3479,,,,,,,,Yes,Yes
539812721052,Ni - Cad Power Pack for Magneto Telephone,MAS,,,,TSB,Very Low,14.3565,,,,,,,,Yes,Yes
539812840016,CHOKE B TYPE,MAS,,,,TSB,Medium,347.6211,,,,,,,,Yes,Yes
539812900049,LED FOR ROAD WARNING RED,MAS,,,,TSB,Very Low,19.9407,,,,,,,,Yes,Yes
539812910020,LED SIGNAL ROAD WARNING YELLOW,MAS,,,,TSB,Very Low,2.2428,,,,,,,,Yes,Yes
539813440022,CABLE FAULT LOCATOR,MAS,,,,SBA,Very Low,1.087,,,,,,,,Yes,Yes
539813440710,"Cable/Pipe Route, fault and marker locator",MAS,,,,SBA,Very Low,6.3683,,,,,,,,Yes,Yes
539813442018,GNSS based cable route tracer kit with receiver with built in mount for GNSS receiver suitable for d....,MAS,,,,SBA,Very Low,2.28,,,,,,,,Yes,Yes
539813960030,GRS APPARATUS CASE-RTU Type,MAS,,,,SBA,Very Low,19.2135,,,,,,,,Yes,Yes
539813960169,GRS Apparatus Case with Heat Resistant Paint,MAS,,,,SBA,Very Low,11.917,,,,,,,,Yes,Yes
539814380288,"Operator VDU console consists of Industrial grade embedded fanless PC with 55 monitor (LED type, 4k ....",MAS,,,,SBA,Very Low,9.6462,,,,,,,,Yes,Yes
539814380586,Commercial Grade VDU of Size 55 inch- Full HD including Supply of Fanless Embedded Industrial Grade ....,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
539814382170,Commercial Grade Operator VDU of Size 55 inch- Full HD,MAS,,,,SBA,Low,46.9473,,,,,,,,Yes,Yes
539814460065,"Relay QNNA1 6F/2B, 24V DC.",MAS,,,,TSB,Very Low,23.5526,,,,,,,,Yes,Yes
539814460843,Relay QNNA1(4F-4B)With accessories,MAS,,,,SBA,Very Low,114.0,,,,,,,,Yes,Yes
539816700018,TRANSFORMER RECTIFIER 110V/24/2A,MAS,,,,TSB,Low,4.0171,,,,,,,,Yes,Yes
539816761032,PVC Insulated Unsheathed Single Core Multi-strand Cable Copper conductor of size 7/1.4mm as per IRS:....,MAS,,,,TSB,Very Low,5.7765,,,,,,,,Yes,Yes
539817320023,Siemens AFTC Frequency Selective Voltmeter,MAS,,,,SBA,Very Low,45.6,,,,,,,,Yes,Yes
539817320060,Digital frequency selective Voltmeter suitable for measuring AFTC Parameter(TTM) ABB AFTC,MAS,,,,SBA,Very Low,9.12,,,,,,,,Yes,Yes
539817430072,Processor card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),MAS,,,,SBA,Very Low,45.6,,,,,,,,Yes,Yes
539818371075,Stop Board/Sighting Board,MAS,,,,TSB,Very Low,9.6112,,,,,,,,Yes,Yes
539818371191,Signal Number Plate with Clamp,MAS,,,,SBA,Very Low,45.6,,,,,,,,Yes,Yes
539819210180,MICROLOK II RACK,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539819621026,TRACK FEED RESISTANCE CIRCULAR 0-15 OHMS,MAS,,,,TSB,Very Low,5.4693,,,,,,,,,
539820420082,Galvanically isolated voltage transducers or voltage sensor or voltage sensing channel with high imp....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539820831033,HEATING ELEMENT FOR DISTILLED WATER PLANT 230V/1000W KETTLE TYPE,MAS,,,,TSB,Low,88.3186,,,,,,,,,
539820860021,RCC CABLE MARKERS AS PER DRAWING No.CSTE/CN/OFC/1,MAS,,,,TSB,Very Low,109.4974,,,,,,,,Yes,Yes
539820890037,Crank Horizontal of Sizes,MAS,,,,No Forecast,,,,,,,,,,,
