PL_Code,Description,Movement_Status,Inventory_Aging_Class,Inventory_Value,Operational_ABC,Source_Universe,Inventory_Domain,Business_Unit,Division,Depot,Snapshot_Date,Pipeline_Version
541100600054,PVC trough 50x50mm with cover of 1.5mm thick (ISI mark) and length 2m each for VSS REACH 3....,Active,Monitor,944328.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539817170062,External Storage System for 30 days recording at station/RPF/GRP Thana/Post along with all....,Active,Monitor,3473920.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529012890025,Full HD P/T/Z type IP colour camera along with all accessories as per. RDSO/SPN/TC/65/2021....,Active,Active,2970369.59,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802299242,Manageable Field Switches consisting of 8 nos. of 10/100/1000 BASE-T PoE and 2 nos of SFP ....,Active,Active,1183312.77,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101149146,Single Fibre Media Convertor (MC) Pair supporting 10/100/1000 Ethernet Port for VSS REACH ....,Slow Moving,Slow Moving,100890.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569005150056,Multi pin power socket with switch 5A/15A (6 nos.) wired with 2.5 Sq.mm copper multistrand....,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502355280052,Manageable Aggregation switches consisting minimum 24 x GE SFP based ports and minimum 4 n....,Active,Monitor,497616.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521100050194,"Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T PoE ports, 4 x 10G SFP+ ....",Slow Moving,Slow Moving,127971.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521100050200,"Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T Non-PoE ports, 4 x 10G S....",Slow Moving,Slow Moving,853140.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801779256,SFP-BX -D andSFP-BX-U (pair) supportsminimum 10Kms. SingleFibre Transceiver FibreModule to....,Active,Active,496780.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521700270090,20x10G SFP+ port and Additional 4x10G (minimum) BASE-T/SFP+ combo ports Core Switch along ....,Slow Moving,Slow Moving,1298000.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560600018677,High Resolution Large Video Display units (55 or Higher) suitable for 24X7 working along w....,Slow Moving,Slow Moving,774384.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509040546672,Wall mountable powerdistribution panel with 8Nosx16 Amp MCBsmounted and also with oneearth....,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101149419,SCH B- 18 Single Fibre Media Convertor Pair supporting 10/100/1000 Ethernet Port for VSS R....,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570102028582,FULL HD FIXED DOME TYPE IP COLOUR CAMERA,Dead Stock,Dead Stock,1707588.04,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804450166,FULL HD FIXED BULLET TYPE IP COLOUR CAMERA,Slow Moving,Very Slow Moving,10499238.98,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509048210051,FULL HD PTZ TYPE IP COLOUR CAMERA,Slow Moving,Very Slow Moving,5366351.34,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802259141,4K UHD bullet type IP colour camera (TYPE A),Dead Stock,Dead Stock,2719366.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570100543035,Digital Key-Board (joystick) along with all accessories compatible with P/T/Z cameras,Active,Monitor,95388.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539818951080,PVC 32 MM CONDUIT PIPE,Active,Active,934500.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
759098204516,"HDPE PIPE 33 MM INNER, 40 MM OUTER DIA",Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804751828,CABLE OFC 12 CORE UNARMOURED OPTIC FIBRE CABLE,Active,Active,204000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501300041644,OFC PATCH CHORD LC-SC/SC-SC 5 MTRS LENGTH,Active,Monitor,264500.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549008660082,EARTHING (SPL) AND INSTALLATION FOR 3 NOS PIT PER SITE,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000355880,"POWER CABLE ARMOURED 3CORE X 2.5 SQ MM MULTI STRAND COPPER CONDUCTOR, PVC INSULATED",Active,Active,568700.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101449178,PC WORKSTATION FOR VSS REACH2 WORK,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570153210466,TV- High Resolution Large Video Display units (55 or Higher) suitable for 24X7 working al....,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521566390223,VMS-Video Management server/VAS-Video Analytics Server/FRS-Video Face Recognition Server i....,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570149350046,VIDEO FACE RECOGNITION SOFTWARE FOR VIDEO FRS SERVER FOR VSS REACH2 WORK,Dead Stock,Dead Stock,10630644.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000425167,STP (Shielded Twisted Pair) CAT6 cable (4 pair) compliant with EIA/TIA568-B.2- 1 standard,Active,Active,183048.44,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805021810,SC TYPE RACK/WALL MOUNTABLE 24F FIBER MANAGEMENT SYSTEM-FMS FOR VSS REACH2 WORK,Active,Monitor,142810.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805021974,SC TYPE RACK/WALL MOUNTABLE 12F FIBER MANAGEMENT SYSTEM-FMS FOR VSS REACH2 WORK,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529013630023,GI pipes ( 50mm dia- 3.65mm thick ) FOR VSS REACH2 WORK,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802674570,19 inch 42U Racks of size 2200mm x 600mm x 600mm,Active,Active,411370.19,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804999371,19 inch 9U size height wall mounting type,Active,Monitor,764640.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560610640026,"PVC Flexible pipe (Green)of 32mm for VSS REACH 2 WORK AT TVT,ENR,PON RLY STN",Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539817170050,"Supply, Installation, Testing and Commissioning of External Storage System for 30 days rec....",Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804575807,Video Management System and Video Recording software FOR VSS REACH2 ELDORADO WORK,Slow Moving,Very Slow Moving,1387608.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521566390284,"Supply, Installation, Testing and Commissioning of Video Analytic server software (per cam....",Slow Moving,Very Slow Moving,401200.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805124167,AIR CONDITIONER SPLIT 2 TON WITH IN-DOOR & OUT-DOOR UNIT FOR VSS REACH 2 ELDORADO WORK,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521700102363,SCH-B- 10 manageable Field Switches (RL TECH RGS3200-10HP) consisting of 8 nos. of 10/100 ....,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502355280088,SCH-B- 11 manageable Aggregation switches (RL TECH RGS5300-28XF) consisting minimum 24 x G....,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521100050224,"Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T Non-PoE ports, 4 x 10G S....",Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521100050236,SCH-B- 13 manageable Layer-2 Switches(RL TECH RGS5200-28XT) consisting of 24 x 10/100/1000....,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521700270120,SCH-B- 14 Core Switch 20x10G SFP+ port and Additional 4x10G (minimum) BASE-T/SFP+ combo po....,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539803716997,SCH-B- 12 manageable Layer-2 Switches(RL TECH RGS5200-28XP) consisting of 24 x 10/100/100....,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801901815,SCH-B- 25 UPS 05 KVA at least 1 hour battery back up in full load condition complete with ....,Active,Monitor,2239380.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570104480640,SCH-B- 26 UPS 2X10 KVA at least 1 hour battery back up in full load condition complete wit....,Active,Monitor,2250580.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539803344280,SCH-B- 15 SFP-BX -D and SFP-BX-U (pair) 1G supports minimum 10Km Single Fibre Transceiver ....,Active,Monitor,557991.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539816341250,SCH-B- 16 SFP 10G + supports minimum of 10Km with dual fibre connectivity to suit the swit....,Active,Monitor,371582.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801779724,SCH-B- 26 SFP 10G + supports minimum of 40Km with dual fibre connectivity to suit the swit....,Active,Monitor,175600.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570400020081,SCH-B- 49 PTZ CAMERA POLE of 5Mtr length 100mm GI pipe of medium quality IS No.1239 (Part ....,Active,Active,567528.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101439860,SCH-B- 09 furniture for each Workstation i.e. onecomputer table of size 1200mm x600mmx750....,Active,Active,119250.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000355909,"Power cable 3 core, 2.5 sq mm, multistrand",Active,Active,2878015.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569019730477,"HDPE pipes permanently solid lubricated (33mm inner dia, 40mm outer dia)",Active,Active,67870.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561300672991,"Standard rack 19size, 6U size height wall mounting type front glass door with lock and ke....",Active,Monitor,44000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527900510739,Platform Display Boards (PDB) (Double Line) (Single Face) (Colour of LED: White),Active,Monitor,6532917.09,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804978914,TV 55 LED UHD smart  SAMSUNG  QH55C,Active,Monitor,9685217.64,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539811950460,Central Data Controller Unit (CDC) along with CDS conforming to system requirement as per....,Slow Moving,Slow Moving,5214630.23,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804752225,CABLE OFC 6 FIBER ARMOURED OPTIC FIBRE CABLE SM FOR ANNAIE 69 STN,Active,Monitor,342674.31,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569001120124,Special earth and bonding system as per RDSO specification RDSO/SPN/197/2008 or latest.  ....,Active,Active,717948.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509009700038,PVC conduit pipe 32 mm (ISI mark) conforming to IS:9537 medium,Active,Active,1313482.8,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539808558920,Perforated Hot dipped Galvanized cable tray with suitable cover for ANNAIE 69 STN,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539800493572,"MS sheet box of 3mm thick to accommodate 55 inch LED TV, 12F FMS, 5/15A power socket termi....",Slow Moving,Slow Moving,6238514.64,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570109140030,"UPS 3 KVA (On line) at least 1 hour battery back up in full load condition with 70 Ah, 6 n....",Slow Moving,Slow Moving,1274000.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561197990166,FMS Rack mounting type 19size for 12 F with SC-PC connector loaded with pigtails for ANNAI....,Active,Monitor,382200.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802319174,Media converter single mode ethernet to Fiber for ANNAIE 69 STN,Active,Monitor,853335.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539812072098,STP CAT6 Cable with should be compliant with latest EIA/TIA-568-B. 2-1 standard or latest ....,Active,Monitor,132055.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539891700026,"Single Mode OFC Patch Cord, duplex (length- 2.5 m) (LC-SC/SC-SC/LC-LC/FC-LC) for MEA 69 ST....",Slow Moving,Slow Moving,343680.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
559005960054,"GI pipe 50 mm dia 3.65 mm thick, IS 1239 part 1 for MEA 69 STN WORK BY ANNAIE INFORMATIONS....",Active,Active,62811.45,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804575704,Central Data Controller Unit (CDC) along with CDS conforming to system requirement as per ....,Slow Moving,Very Slow Moving,525000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539813330216,RMS SERVER WITH RMS SOFTWARE,Slow Moving,Very Slow Moving,229089.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802398633,"Platform display contrlloer (PDC) as per RDSO Specification No.RDSO/SPN/TC /108/2019, Ver-....",Slow Moving,Very Slow Moving,252000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549900290300,Train information At a Glance Display Board (Double faced) with all accessories as per RDS....,Dead Stock,Dead Stock,2149440.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527900510650,Single line Double face Train Arrival/Departure display board as per RDSO Specification N....,Slow Moving,Very Slow Moving,848824.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539812211293,Double Faced Coach Guidance Display Boards as per RDSO Specification No. RDSO/SPN/TC/108/2....,Dead Stock,Dead Stock,6084000.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802319162,Media converter single mode Ethernet to Fiber  FOR SURYA ELECTRONICS IPIS WORK AT GI & CGL....,Slow Moving,Very Slow Moving,432250.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539821491473,Daisy chain junction box for running on OFC and Ethernet copper FOR SURYA ELECTRONICS IPIS....,Slow Moving,Very Slow Moving,1324159.2,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539803505688,GPS clock (Doule sided) as per RDSO specification RDSO/SPN/TC 62/ 2008 Rev 3.0 or latest. ....,Slow Moving,Very Slow Moving,370068.16,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801431227,5.25 two way 10 W wall mount speaker JBL CONTROL 25AV FOR SURYA ELECTRONICS IPIS WORK AT ....,Slow Moving,Very Slow Moving,136212.9,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539800448189,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR FOR SURYA ELECTRONICS IPIS WORK A....",Slow Moving,Very Slow Moving,11546.1,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539803680036,"5.25 Full Range, Wooden Wall Mount Compact Cost effective Speaker; 6W multi-tap transforme....",Slow Moving,Very Slow Moving,12463.65,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539866280050,Dynamic Paging microphone with desktop stand and cardioid polar pattern for general publi....,Slow Moving,Very Slow Moving,16383.16,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
523000830084,12x8 Signal Processor with BLU link (EU) BSS BLU100 FOR SURYA ELECTRONICS IPIS WORK AT GI ....,Slow Moving,Very Slow Moving,159698.12,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539812630423,TSF 4 KIT for 6 quad cable normal joint conforming to RDSO spec. No.77/2012 (Rev.3) with l....,Slow Moving,Very Slow Moving,71910.6,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
520508600096,All-Weather Compact 2-Way Coaxial Loudspeaker  JBL#AWC62 FOR SURYA ELECTRONICS IPIS WORK A....,Slow Moving,Very Slow Moving,300637.32,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800085636,Weather-resistant hemispherical boundary layer microphone AKG#2815Z00050 FOR SURYA ELECTRO....,Slow Moving,Very Slow Moving,168182.52,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
523000830096,Digital Signal Processor - I/O Expander Should be supplied with DSP  BSS#BSSBLU-BIB-EU FOR....,Slow Moving,Very Slow Moving,80876.61,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569001120136,Special earth and bonding system for SURYA ELECTRONICS IPIS WORK AT GI & CGL STN,Slow Moving,Very Slow Moving,500000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800242997,30 Watt Paging Horn Speaker Model no JBL CCS- H30 for SURYA ELECTRONICS IPIS WORK AT GI ....,Slow Moving,Very Slow Moving,397957.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
520508600102,All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82 FOR SURYA ELECTRONICS IP....,Slow Moving,Very Slow Moving,3658955.44,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570150950530,"8 Buttons Ethernet Controller and Volume Control, BSS#BSSEC8BV-BLK-MEU FOR SURYA ELECTRON....",Slow Moving,Very Slow Moving,86652.82,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527900045903,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms Crown#NCDI4X12BL-U-EU FOR SURYA ELECTR....",Slow Moving,Very Slow Moving,982059.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801396525,TV 55 Inch (24x7) Industrial grade Commercial Large format display Samsung LH55QHCEGCXXL F....,Slow Moving,Very Slow Moving,3000000.0,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527905800379,True color Indoor Video Display (IVD) FOR SURYA ELECTRONICS IPIS WORK AT GI & CGL STN,Slow Moving,Very Slow Moving,1840309.63,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527905800380,True color Outdoor Video Display (OVD) of Pixel Resolution (WxH) 432x128 (6-line single fa....,Slow Moving,Very Slow Moving,2430733.33,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570146570047,15KVA on-line UPS (Single phase) floor mountable type with 1 hr back up time (min 24000VAH....,Slow Moving,Very Slow Moving,1833454.68,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561197450238,SCH B-79 OFC cable 24 fibre armoured FOR SURYA ELECTRONICS IPIS WORK AT GI & CGL STN,Active,Monitor,155420.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539809946125,SCH B-40 2 core x 1.5 sq.mm Screened/Shielded multistrand PVC insulated wire for speaker l....,Active,Monitor,305500.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804489952,SCH B-61 manageable Field Switches consisting of 8 nos. of 10/100/1000 BASE-T PoE and 2 no....,Active,Monitor,238000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
565172848234,"SCH B-62 Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T PoE ports, 4 x ....",Active,Monitor,855000.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569050170164,SCH NS-09 25mm PVC conduit pipe(INDIAN TUBE)(ISI mark) conforming to IS 9537 medium  FOR S....,Active,Monitor,88896.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539859090070,Heat and Smoke Sensor,Dead Stock,Dead Stock,52000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569003010693,FAULT ISOLATOR DETECTOR BASE,Dead Stock,Dead Stock,44000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539800111080,SURVIVAL CABLE 2 X 1.5 SQMM UNARMOURED,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000355910,SURVIVAL CABLE 2 X 1.5 SQMM ARMOURED,Dead Stock,Dead Stock,2250.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804447179,PVC PIPE OF 25 MM SIZE,Slow Moving,Very Slow Moving,5073.6,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569903730037,UTP CAT6 CABLE FOR FIRE DETECTION & ALARM SYSTEM WORK,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570113730025,LAN EXTENDER FOR FIRE DETECTION & ALARM SYSTEM WORK,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567916080028,Special earth and bonding system,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521100530027,Media converter single mode Ethernet to Fiber,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539811950367,Central Data Controller Unit (CDC) along with CDS conforming to system requirement,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539813330228,RMS Server with RMS software,Dead Stock,Dead Stock,436000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529012410027,Platform display controller (PDC),Active,Active,84000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549900290312,At a Glance Display Board (Double faced) with all accessories,Dead Stock,Dead Stock,940000.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529002520079,Double Faced Coach Guidance Display Boards ( CGDB ),Active,Active,621000.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570153210582,TV 55 LED UHD smart Samsung  QH55C for  R RAMA CHANDRA REDDY-KADAPA IPIS WORKAT GPD & S....,Active,Active,875000.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801431239,5.25 two way 10 W wall mount speaker JBL CONTROL 25AV for  R RAMA CHANDRA REDDY-KADAPA IPI....,Slow Moving,Very Slow Moving,136212.9,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539800448190,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR for  R RAMA CHANDRA REDDY-KADAPA ....",Slow Moving,Very Slow Moving,6927.66,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539866280062,Dynamic Paging microphone with desktop stand AKG Model 6000H51030 for  R RAMA CHANDRA REDD....,Slow Moving,Very Slow Moving,16383.16,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
523000830102,12x8 Signal Processor with BLU link (EU) BSS Model #BLU100 for  R RAMA CHANDRA REDDY-KADAP....,Slow Moving,Very Slow Moving,159698.12,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
520508600114,All-Weather Compact 2-Way Coaxial Loudspeaker with 6.5 LF JBL AWC62 for  R RAMA CHANDRA RE....,Slow Moving,Very Slow Moving,601274.64,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
520508600126,All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82 for  R RAMA CHANDRA REDD....,Active,Active,1698800.74,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527900045915,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms  Crown#NCDI4X12BL-U-EU for  R RAMA CHA....",Slow Moving,Slow Moving,1227573.75,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529009640042,OFC Patch cards LC-SC connector 10 mtr length for  R RAMA CHANDRA REDDY-KADAPA IPIS WORK A....,Slow Moving,Slow Moving,17788.2,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800243000,30 Watt Paging Horn Speaker Model no JBL CCS- H30 for for  R RAMA CHANDRA REDDY-KADAPA I....,Slow Moving,Slow Moving,437752.7,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570150950542,"8 Buttons Ethernet Controller and Volume Control, BSS#BSSEC8BV-BLK-MEU for  R RAMA CHANDR....",Slow Moving,Slow Moving,43326.41,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800085650,Weather-resistant hemispherical boundary layer microphone AKG#2815Z00050 for  R RAMA CHAND....,Slow Moving,Very Slow Moving,252273.78,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539825960182,"CABLE 6 QUAD Jelly filled underground telecom, 0.9mm dia Railway signal and telecom coppe....",Slow Moving,Very Slow Moving,327403.09,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561101410169,CABLE OFC 24 fibre armoured as per RDSO specification NO.IRS:TC:55/2006 Rev.1 with amendm....,Slow Moving,Very Slow Moving,95222.8,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804531403,Cable 20 pair PIJF UG cable with poly-al moisture barrier 20 pair x 0.63mm as per RDSO Spe....,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561195950165,Cable 50 pair PIJF UG cable with poly-al moisture barrier 50 pair x 0.63mm as per RDSO Spe....,Slow Moving,Very Slow Moving,320270.88,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539812630447,TSF 4 for 6 quad cable normal joint conforming to RDSO spec. No.77/2012 (Rev.3) with lates....,Slow Moving,Very Slow Moving,23970.2,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539822520055,20 pair Krone module housed in MS Box Powder coated with lock and Key and termination of c....,Slow Moving,Very Slow Moving,7800.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539822520067,100 pair Krone module housed in MS Box Powder coated with lock and Key and termination of ....,Slow Moving,Very Slow Moving,11183.88,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101228332,10KVA on-line UPS (Single phase) floor mountable type with 1 hr back up time along with su....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
