PL_Code,Description,Inventory_Action,Normalized_Inventory_Value,Movement_Status,Source_Universe,Inventory_Value
83055575,TWO QUIRE NOTE BOOK EACH OF 200 PAGES SIZE 33 CM LENGTH X 20.5 CM WIDTH PRINT WITH RULE IN....,Rationalize,0.0,Slow Moving,Operational,0.0
83055587,ONE QUIRE NOTE BOOK EACH OF 100 PAGES SIZE 33 CM LENGTH X 20.5 CM WIDTH PRINT WITH RULE IN....,Retain,0.0,Active,Operational,0.0
83057213,FILE BOOKS FILE COVERS WITH 1.3cm WIDE TAPE AND TWO TAGS 50cm COVER THICK 250mm x 370mm TO....,Retain,429.88,Active,Operational,429.88
83057225,FILE BOOKS FILE COVER WITH 1.3 CM WIDETAPE & 2 TAGS 50 CM OR OVER THIN 250 MM X 370 MM TO ....,Retain,671.67,Active,Operational,671.67
83058618,"PAD DRAFT (100 SHEETS EACH) OF WHITE PRINTING PAPER R A4 SIZE,60 GSM TO IS.1848 AND THE BR....",Dispose,0.0,Dead Stock,Operational,0.0
83058620,PAD DRAFT QUARTO IN 100 SHEETS OF SIZE 21.5 X 15.3 CMS PRINTING ONE SIDE ONLY IN 60 GSM WH....,Rationalize,800.0,Slow Moving,Operational,800.0
83151412,STATIONERY LACES TAG COTTON 100 CMS LONG TO IS.8499/88.,Dispose,0.0,Dead Stock,Operational,0.0
834700901223,PH METER,Rationalize,735.0,Slow Moving,Operational,735.0
83902314,OFFICE PASTE IN 75CC A BOTTLE TO IS 2257/62 TO CSO/VOC NO M.036.,Dispose,0.0,Dead Stock,Operational,0.0
83903112,"PINS IN PACKETS OF 25 GMS, PLATED 2.5 CM LONG IS.5653/88 TO CSO/VOC NO. M.046.",Dispose,0.0,Dead Stock,Operational,0.0
83904839,TAG COTTON WHITE 30 CMS LONG IN BUNDLES OF 100 NOS. EACH (SHOE LACE PATTERN) CSO/M.077).,Dispose,0.0,Dead Stock,Operational,0.0
86010050,PORTABLE STORED PRESSURE ABC TYPE DRY CHEMICAL POWDER FIRE EXTINGUISHER OF 6 Kg. CAPACITY ....,Retain,0.0,Active,Operational,0.0
861600910011,ISOLATOR BASE DETECTOR BASE,Dispose,0.0,Dead Stock,Operational,0.0
861600970019,RELAY MODULE ADDRESSABLE RE -717 MR,Retain,0.0,Active,Operational,0.0
861600990018,CONTROL MODULE ADDRESSABLE RE-717 MC,Retain,30000.0,Active,Operational,30000.0
861601000014,MONITOR MODULE ADDRESSABLE RE- 717 MM,Dispose,15000.0,Dead Stock,Operational,15000.0
863500010164,Smoke cum heat sensor,Retain,70000.0,Active,Operational,70000.0
91110191,LEAD TABLETS MANUFACTURED FROM ANY ONE OF THE GRADES TO IS - 27/65 ( PIG LEAD ) OR IS 3717....,Rationalize,24791.28,Slow Moving,Operational,24791.28
91150401,SOLDER CORE RESIN FILLED (Kgs.),Monitor,292282.5,,Strategic,292282.5
92111002,"HIGH SPEED DIESEL (HSD): IS:1460-2005 (5th Revision or latest) Amendment No.3, Sept, 12",Dispose,0.0,Dead Stock,Operational,0.0
980503520029,UNSERVICEABLE GENERATOR SCRAP FERROUS,Rationalize,0.0,Slow Moving,Operational,0.0
98091750,SCRAP FERROUS UNSORTES & UNCL,Rationalize,0.0,Slow Moving,Operational,0.0
98097027,SCRAP VALVES OF SORT & SIZES.,Rationalize,0.0,Slow Moving,Operational,0.0
98097027,SCRAP VALVES OF SORT & SIZES.,Rationalize,0.0,Slow Moving,Operational,0.0
98097027,SCRAP VALVES OF SORT & SIZES.,Rationalize,0.0,Slow Moving,Operational,0.0
98415712,MISC SCRP WOODEN FURNITURE,Rationalize,0.0,Slow Moving,Operational,0.0
984171384112,Released Unserviceable Generator Non Ferrous Scrap,Rationalize,0.0,Slow Moving,Operational,0.0
